run_id,seed,epoch,optimizer_steps,learning_rate,train_loss_total,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_precision,val_recall,val_f1,val_map_50,val_map_50_95,val_true_positives,val_false_positives,val_false_negatives,train_seconds,validation_seconds,epoch_seconds,peak_gpu_memory_mib,is_best,epochs_without_improvement
faster_rcnn_rsna_seed17_full,17,1,875,0.005,0.09708388339821249,0.04619790585771469,0.040387622645889805,0.00908943831468267,0.0014089167596373175,0.07868217054263565,0.7328519855595668,0.14210710535526774,0.24128125224655053,0.09218000378921191,203,2377,74,676.3372982999999,66.26684479999949,744.9895223000003,1556.6025390625,true,0
faster_rcnn_rsna_seed17_full,17,2,1750,0.005,0.085122927089887,0.03906324774213135,0.03907357205916196,0.005761503763995798,0.001224603622968841,0.2453102453102453,0.6137184115523465,0.3505154639175258,0.31999662434882165,0.09971654726300704,170,523,107,583.6959210999994,69.18605380000008,654.8404842999998,1556.60400390625,true,0
faster_rcnn_rsna_seed17_full,17,3,2625,0.005,0.07975652705172875,0.03587930830135675,0.03795480492498193,0.004763931782483789,0.001158482174621895,0.2012987012987013,0.5595667870036101,0.29608404966571156,0.28958087650261644,0.10669276125776173,155,615,122,678.0322144000002,76.20202010000048,756.8203936999998,1556.6044921875,true,0
faster_rcnn_rsna_seed17_full,17,4,3500,0.005,0.07691936958980347,0.03461845127799149,0.03699838377535343,0.004173427475616336,0.0011291069292388525,0.16844919786096257,0.6823104693140795,0.270192994996426,0.3436774958352942,0.1257998721113886,189,933,88,616.9514073,38.98848840000028,658.5652890000001,1556.60400390625,true,0
faster_rcnn_rsna_seed17_full,17,5,4375,0.005,0.07387309456596683,0.03285185460234061,0.036097856441346395,0.003843739875625553,0.0010796435825177469,0.1654320987654321,0.7256317689530686,0.26943699731903487,0.3305241465400272,0.12017546699993421,201,1014,76,493.55509299999994,58.92111079999995,553.92058,1556.60498046875,false,1
faster_rcnn_rsna_seed17_full,17,6,5250,0.005,0.07134228643748378,0.03186429252874638,0.035183795288205144,0.0032618842154042795,0.0010323145495952173,0.14137675795706883,0.6895306859205776,0.2346437346437346,0.33143818859321883,0.12763615806609616,191,1160,86,549.2267695,58.425589199999195,609.3206312999991,1556.6044921875,true,0
faster_rcnn_rsna_seed17_full,17,7,6125,0.005,0.06883739180829643,0.03064519564714283,0.034110679440200325,0.003071012316579332,0.0010105046455760852,0.21352313167259787,0.4332129963898917,0.2860548271752086,0.23636509783357113,0.07490713903543376,120,442,157,548.1796434000007,58.77532009999959,608.518627899999,1556.60498046875,false,1
faster_rcnn_rsna_seed17_full,17,8,7000,0.005,0.06514496810807448,0.02870286807777094,0.03262669862274613,0.0028352528137080037,0.0009801487891194743,0.15793588741204065,0.7292418772563177,0.2596401028277635,0.28727623157151116,0.10058684134770271,202,1077,75,549.6486492000004,57.59889300000032,608.6800114000016,1556.60498046875,false,2
faster_rcnn_rsna_seed17_full,17,9,7875,0.005,0.06331390970739137,0.027695626599780684,0.03213609582877585,0.0025269666701600987,0.0009552207008673576,0.13692307692307693,0.6425992779783394,0.2257450856055802,0.30505032309060176,0.11944461327865069,178,1122,99,547.7402848000002,58.52620940000088,607.7379099999998,1556.6044921875,false,3
faster_rcnn_rsna_seed17_full,17,10,8750,0.0005,0.04666062619543768,0.0190497028980005,0.02531535203542028,0.0014686226000506265,0.0008269487746167994,0.21296296296296297,0.5812274368231047,0.3117134559535334,0.2941942223949479,0.11008166901899258,161,595,116,545.752376299999,58.20731789999991,605.4407838999996,1556.6044921875,false,4
faster_rcnn_rsna_seed17_full,17,11,9625,0.0005,0.04262019419823108,0.01664927805753957,0.024006988740393094,0.001180997209488331,0.0007829302250299536,0.24086378737541528,0.5234657039711191,0.32992036405005687,0.28846159033129476,0.1123357608793879,145,457,132,548.2605989000003,59.077734300000884,608.8291439000004,1556.6044921875,false,5
