run_id,seed,epoch,optimizer_steps,learning_rate,train_loss_total,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_precision,val_recall,val_f1,val_map_50,val_map_50_95,val_true_positives,val_false_positives,val_false_negatives,train_seconds,validation_seconds,epoch_seconds,peak_gpu_memory_mib,is_best,epochs_without_improvement
faster_rcnn_rsna_seed314_full,314,1,875,0.005,0.09879234680087705,0.04739540684715446,0.04015717815800703,0.009803962152351492,0.0014357996903210212,0.34507042253521125,0.35379061371841153,0.3493761140819964,0.24123643574525153,0.06990033635410405,98,186,179,307.2466232000006,33.58343120000063,342.53073159999985,1556.60205078125,true,0
faster_rcnn_rsna_seed314_full,314,2,1750,0.005,0.08385374971246347,0.03830545530315223,0.03830451200736154,0.006001563611939284,0.0012422186090012214,0.3967611336032389,0.35379061371841153,0.37404580152671757,0.30084753236444145,0.09060174962484097,98,149,179,331.0607777000005,38.64686670000083,372.54249159999745,1556.60400390625,true,0
faster_rcnn_rsna_seed314_full,314,3,2625,0.005,0.07934452858307799,0.035900895407622944,0.037415818429951155,0.004869213479853768,0.0011586012259441694,0.14052519517388218,0.7148014440433214,0.23487544483985764,0.34235674278247097,0.1127779087218395,198,1211,79,349.85430519999863,38.1696308999999,390.8408076000014,1557.08203125,true,0
faster_rcnn_rsna_seed314_full,314,4,3500,0.005,0.07686880686127448,0.03447038562296491,0.03689821548706719,0.004389271237995542,0.0011109346752886527,0.20516962843295639,0.4584837545126354,0.2834821428571429,0.23802239709735984,0.06471881988453151,127,492,150,343.1944390999997,36.24047259999861,381.9746153999986,1556.6044921875,false,1
faster_rcnn_rsna_seed314_full,314,5,4375,0.005,0.07482891147869772,0.03359315188295607,0.03626319064293057,0.0038936660769561837,0.0010789030357305559,0.20949720670391062,0.5415162454873647,0.3021148036253777,0.2975805884108346,0.10045359029029746,150,566,127,339.0946077000008,35.55664330000218,376.93810270000176,1556.60498046875,false,2
faster_rcnn_rsna_seed314_full,314,6,5250,0.005,0.07023459512347888,0.03116990917781368,0.0346176426038146,0.003381724658413857,0.0010653187257246048,0.11626541397533764,0.7148014440433214,0.2,0.2997772920555825,0.11438014941308379,198,1505,79,336.8991810000007,35.44837329999791,374.98487380000006,1557.00439453125,true,0
faster_rcnn_rsna_seed314_full,314,7,6125,0.005,0.0690743833556106,0.030635339821755352,0.03433010149108512,0.0030782830903772263,0.0010306588554438868,0.24076809453471196,0.5884476534296029,0.3417190775681342,0.3350301676837709,0.11303380415288983,163,514,114,340.81483989999833,36.537359099998866,379.9416523,1556.60400390625,false,1
faster_rcnn_rsna_seed314_full,314,8,7000,0.005,0.06670073601556942,0.029145019862335177,0.03376067990969334,0.002801595427378613,0.0009934407771506812,0.1769633507853403,0.6101083032490975,0.27435064935064934,0.2902454979173055,0.09547787493052107,169,786,108,672.2822468999984,85.25998780000009,765.104206,1556.60400390625,false,2
faster_rcnn_rsna_seed314_full,314,9,7875,0.005,0.0644049971469545,0.02830612606176042,0.032438428952624755,0.0026952684960249045,0.00096517356804439,0.16455696202531644,0.703971119133574,0.26675786593707246,0.33217130417103147,0.12370160515905093,195,990,82,732.3984003000005,85.08454619999975,826.0506000999994,1556.603515625,true,0
faster_rcnn_rsna_seed314_full,314,10,8750,0.005,0.059992413732688876,0.02597692193603143,0.030743449599615166,0.0023327668515350005,0.0009392754235658296,0.2078720787207872,0.6101083032490975,0.3100917431192661,0.2748782033765719,0.0952708669459195,169,644,108,725.873427999999,84.70433800000319,818.4352160000017,1556.6044921875,false,1
faster_rcnn_rsna_seed314_full,314,11,9625,0.005,0.05877412851021758,0.02522605877076941,0.030279696947761944,0.002345323144558019,0.0009230494793633365,0.19495412844036697,0.6137184115523465,0.2959094865100087,0.29426064604763513,0.09826956015731007,170,702,107,729.5756322999987,84.4739187999985,822.0180279999986,1556.6044921875,false,2
faster_rcnn_rsna_seed314_full,314,12,10500,0.005,0.055671200785187204,0.02363198711124382,0.028929488006447044,0.00222232925512487,0.0008873962992739897,0.21382842509603073,0.6028880866425993,0.3156899810964083,0.28706190142368326,0.10483960992161652,167,614,110,636.8338921000031,37.29556479999883,676.0080946000016,1556.60400390625,false,3
faster_rcnn_rsna_seed314_full,314,13,11375,0.0005,0.041272535139162625,0.01589080945562039,0.023358542818043913,0.0012575516199701399,0.000765631219644482,0.2714285714285714,0.5487364620938628,0.3632019115890084,0.3280813328600513,0.13163211775927297,152,408,125,317.34450319999814,34.219334999997955,353.5336606000019,1556.6025390625,true,0
faster_rcnn_rsna_seed314_full,314,14,12250,0.0005,0.036120341441727113,0.01323486714417647,0.021165034052516733,0.00099810008951837,0.0007223401482146333,0.29782608695652174,0.49458483754512633,0.37177747625508817,0.3213641116874947,0.12940218485009625,137,323,140,313.5757025999992,33.80098750000252,348.8939571999981,1556.60205078125,false,1
faster_rcnn_rsna_seed314_full,314,15,13125,0.0005,0.033968939248871594,0.012172346036814686,0.02019631072080561,0.0009059664418413636,0.0006943159970885192,0.29227557411273486,0.5054151624548736,0.37037037037037035,0.32588970683961654,0.13070307867903208,140,339,137,311.9389521999983,33.78575649999766,347.2332624999981,1556.60302734375,false,2
faster_rcnn_rsna_seed314_full,314,16,14000,0.0005,0.031675753514947634,0.011144219950839345,0.01901090929790267,0.0008461975805070584,0.0006744267159623892,0.33421750663129973,0.4548736462093863,0.38532110091743116,0.3091735410020019,0.12248161241475977,126,251,151,311.6428147000006,36.56456710000202,350.1888230000004,1556.6025390625,false,3
faster_rcnn_rsna_seed314_full,314,17,14875,5e-05,0.029446629968737918,0.010174504451254117,0.017824254314814294,0.0007981156564616997,0.0006497554684184641,0.324582338902148,0.49097472924187724,0.3908045977011495,0.32024521717372617,0.12683206030423738,136,283,141,318.08637330000056,36.41348339999968,356.44375520000176,1556.59912109375,false,4
faster_rcnn_rsna_seed314_full,314,18,15750,5e-05,0.02916270433619086,0.01011515771052135,0.01764132211570229,0.000759500319449996,0.0006467241950096131,0.32608695652173914,0.48736462093862815,0.39073806078147616,0.3212734481086489,0.12619103754796693,135,279,142,319.90871969999716,36.69308450000244,358.6253993999999,1556.6044921875,false,5
