run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
yolo11s_rsna_seed42_full,42,640,640,bfloat16,1,100,100,46.73798758971339,21.39587199984817,21.29264999894076,25.86225000122795,9428179,9428163,21.4198784,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; fused YOLO forward on one 640-pixel validation image; native NMS excluded from FLOPs but included in latency,19172691,18.28450298309326,7710372489e96c547aebd4c868663c33a8cf62f8ec48557049b7de8b2a6ab1c0,1586.3896609000003,1148.16357421875
