run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
faster_rcnn_rsna_seed271_full,271,640,640,float16,1,100,100,25.189607211318666,39.698912000130804,39.46240000186663,42.128020001837285,43256153,43030809,450.7637248,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; proposal-dependent single validation image; unsupported operations such as ROIAlign/NMS excluded,173412170,165.3787326812744,fa7ef259b30d5ce19c954e3e30ddecf3c6d74d05e82c5d525eb499a2db2c998f,6028.213635800001,1556.60498046875
