run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
faster_rcnn_rsna_seed314_full,314,640,640,float16,1,100,100,23.911384600007917,41.82108299992251,41.61220000059984,45.750725001926185,43256153,43030809,450.7637248,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; proposal-dependent single validation image; unsupported operations such as ROIAlign/NMS excluded,173412170,165.3787326812744,e2147d0c45b1c7e369270a2d737e08b564fedd37cd88e2456ec13df03e4591a7,8642.586697899998,1557.08203125
