run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
yolo11s_rsna_seed137_full,137,640,640,bfloat16,1,100,100,46.85646534019647,21.34177199965052,21.157699997274904,25.539434999518562,9428179,9428163,21.4198784,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; fused YOLO forward on one 640-pixel validation image; native NMS excluded from FLOPs but included in latency,19173331,18.28511333465576,b7677b5343b5d3930616f1b5a530f6005ded88dfc54f7e8fdecbe93e3a04fa19,1937.6164059000002,1148.16357421875
