run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
yolo11s_rsna_seed314_full,314,640,640,bfloat16,1,100,100,73.0324901110146,13.692535999798565,13.613899998745183,14.840044999436941,9428179,9428163,21.4198784,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; fused YOLO forward on one 640-pixel validation image; native NMS excluded from FLOPs but included in latency,19172691,18.28450298309326,9d4dfb4b6d5338aa3bd4d9eca8be47cd6d50481d575d4d6dc7b2e979351d86b9,1173.969403799998,1148.16357421875
