detector,repetition,timed_images,total_elapsed_seconds,fps,median_latency_ms,q1_latency_ms,q3_latency_ms,iqr_latency_ms
faster_rcnn,1,100,4.722205400117673,21.176546026038615,46.90504996688105,46.65995002142154,47.4346749833785,0.7747249619569629
yolo11s,1,100,1.7079808004782535,58.5486675096107,17.13640001253225,16.62117503292393,17.46869999624323,0.8475249633193016
yolo11s,2,100,1.7361309006228112,57.599343438980604,17.137999995611608,16.500499987159856,17.886250003357418,1.3857500161975622
faster_rcnn,2,100,4.85944220010424,20.578493555876616,47.360200027469546,46.696949953911826,50.68867497902829,3.991725025116466
faster_rcnn,3,100,4.76491779985372,20.986720904832804,47.369100007927045,47.06742498092353,47.963724995497614,0.8963000145740807
yolo11s,3,100,1.7682673000381328,56.552535919113296,17.690150009002537,16.896949979127385,18.07855001243297,1.1816000333055854
