detector,seed,fp_per_image_budget,sensitivity,achieved_fp_per_image,selected_threshold,selected_threshold_kind,selected_at_candidate_floor_boundary,candidate_score_floor,candidate_floor_endpoint_sensitivity,candidate_floor_endpoint_fp_per_image,candidate_floor_limited
faster_rcnn,271,0.5,0.5186567164179104,0.4666666666666667,0.344112753868103,emitted_score,False,1e-05,0.9664179104477612,99.644,False
faster_rcnn,271,1.0,0.6156716417910447,0.9986666666666667,0.08985311537981033,emitted_score,False,1e-05,0.9664179104477612,99.644,False
faster_rcnn,271,2.0,0.7089552238805971,1.8106666666666666,0.02444636821746826,emitted_score,False,1e-05,0.9664179104477612,99.644,False
faster_rcnn,314,0.125,0.26492537313432835,0.11733333333333333,0.8272706270217896,emitted_score,False,1e-05,0.9776119402985075,82.264,False
faster_rcnn,314,0.25,0.34328358208955223,0.24533333333333332,0.6364943385124207,emitted_score,False,1e-05,0.9776119402985075,82.264,False
faster_rcnn,314,0.5,0.458955223880597,0.49466666666666664,0.25469428300857544,emitted_score,False,1e-05,0.9776119402985075,82.264,False
faster_rcnn,314,1.0,0.5708955223880597,0.9933333333333333,0.04716186970472336,emitted_score,False,1e-05,0.9776119402985075,82.264,False
faster_rcnn,314,2.0,0.6716417910447762,1.9493333333333334,0.007591942325234413,emitted_score,False,1e-05,0.9776119402985075,82.264,False
yolo11s,17,0.125,0.19776119402985073,0.12266666666666666,0.14206071197986603,emitted_score,False,1e-05,0.8208955223880597,8.449333333333334,False
yolo11s,17,0.25,0.26492537313432835,0.244,0.04273446649312973,emitted_score,False,1e-05,0.8208955223880597,8.449333333333334,False
yolo11s,17,0.5,0.3805970149253731,0.5,0.008673361502587795,emitted_score,False,1e-05,0.8208955223880597,8.449333333333334,False
yolo11s,17,1.0,0.5223880597014925,0.9866666666666667,0.0015137799782678485,emitted_score,False,1e-05,0.8208955223880597,8.449333333333334,False
yolo11s,17,2.0,0.6194029850746269,1.9293333333333333,0.0003062562318518758,emitted_score,False,1e-05,0.8208955223880597,8.449333333333334,False
yolo11s,42,0.125,0.1865671641791045,0.116,0.12648166716098785,emitted_score,False,1e-05,0.832089552238806,7.034666666666666,False
yolo11s,42,0.25,0.2947761194029851,0.24933333333333332,0.02906835451722145,emitted_score,False,1e-05,0.832089552238806,7.034666666666666,False
yolo11s,42,0.5,0.39552238805970147,0.48,0.004917047917842865,emitted_score,False,1e-05,0.832089552238806,7.034666666666666,False
yolo11s,42,1.0,0.48880597014925375,0.9973333333333333,0.0007233549258671701,emitted_score,False,1e-05,0.832089552238806,7.034666666666666,False
yolo11s,42,2.0,0.6194029850746269,1.9586666666666666,0.00013917242176830769,emitted_score,False,1e-05,0.832089552238806,7.034666666666666,False
yolo11s,137,0.125,0.16044776119402984,0.124,0.13924285769462585,emitted_score,False,1e-05,0.5634328358208955,1.9906666666666666,False
yolo11s,137,0.25,0.2873134328358209,0.24533333333333332,0.007984586991369724,emitted_score,False,1e-05,0.5634328358208955,1.9906666666666666,False
yolo11s,137,0.5,0.3880597014925373,0.49466666666666664,0.0003832346119452268,emitted_score,False,1e-05,0.5634328358208955,1.9906666666666666,False
yolo11s,137,1.0,0.503731343283582,0.9413333333333334,5.390807200456038e-05,emitted_score,False,1e-05,0.5634328358208955,1.9906666666666666,False
yolo11s,137,2.0,0.5634328358208955,1.8466666666666667,1.1652015018626116e-05,emitted_score,False,1e-05,0.5634328358208955,1.9906666666666666,True
yolo11s,271,0.125,0.16044776119402984,0.12133333333333333,0.009812114760279655,emitted_score,False,1e-05,0.8917910447761194,21.129333333333335,False
yolo11s,271,0.25,0.21641791044776118,0.24133333333333334,0.005392459221184254,emitted_score,False,1e-05,0.8917910447761194,21.129333333333335,False
yolo11s,271,0.5,0.373134328358209,0.484,0.0025850869715213776,emitted_score,False,1e-05,0.8917910447761194,21.129333333333335,False
yolo11s,271,1.0,0.5335820895522388,0.9706666666666667,0.0011581276776269078,emitted_score,False,1e-05,0.8917910447761194,21.129333333333335,False
yolo11s,271,2.0,0.6455223880597015,1.9146666666666667,0.0004731080261990428,emitted_score,False,1e-05,0.8917910447761194,21.129333333333335,False
yolo11s,314,0.125,0.19402985074626866,0.124,0.08377154916524887,emitted_score,False,1e-05,0.8208955223880597,11.428,False
yolo11s,314,0.25,0.26865671641791045,0.24933333333333332,0.024740228429436684,emitted_score,False,1e-05,0.8208955223880597,11.428,False
yolo11s,314,0.5,0.373134328358209,0.49733333333333335,0.004449078813195229,emitted_score,False,1e-05,0.8208955223880597,11.428,False
yolo11s,314,1.0,0.48880597014925375,0.968,0.001156668527983129,emitted_score,False,1e-05,0.8208955223880597,11.428,False
yolo11s,314,2.0,0.5970149253731343,1.9893333333333334,0.0002666062209755182,emitted_score,False,1e-05,0.8208955223880597,11.428,False
