detector,repetition,image_id,seconds,detections,max_boxes_absolute_error,max_scores_absolute_error
yolo11s,1,781c3177-0d28-4a95-902d-070104584431.png,0.016097099985927343,0,0.0,0.0
yolo11s,1,bd20e44c-abe6-48ac-afc7-e5cd95aa9441.png,0.016407600021921098,0,0.0,0.0
yolo11s,1,f4ed7271-d4b8-4bbd-a084-2728e2ef0253.png,0.01763099996605888,0,0.0,0.0
yolo11s,1,c8f6693a-36a2-444c-ad76-6613c41e87ea.png,0.0178534000297077,0,0.0,0.0
yolo11s,1,a872cd00-56a9-47b7-b38b-0ee07f10cdeb.png,0.017040700011420995,0,0.0,0.0
yolo11s,1,ae61cc11-2e4c-4715-8048-408677485e60.png,0.017392900015693158,0,0.0,0.0
yolo11s,1,82d1c9a4-49f0-4e33-b359-06e9b4a38e11.png,0.0169836999848485,1,0.0,0.0
yolo11s,1,f99dcdfc-1490-43ac-87ab-39a7cc4189b1.png,0.017362700018566102,1,0.0,0.0
yolo11s,1,29128fda-79ce-4a14-bbf9-9884422075d0.png,0.017347299959510565,3,0.0,0.0
yolo11s,1,b6881b42-dbed-4d4b-b631-29def07e2989.png,0.01721459999680519,0,0.0,0.0
yolo11s,1,169d225c-4691-4897-a382-8aac28b0c348.png,0.01611860003322363,0,0.0,0.0
yolo11s,1,ca315c36-fd74-46dd-9307-0524e6b937bb.png,0.01627550000557676,0,0.0,0.0
yolo11s,1,988557ef-b991-40cf-90dc-483a2534a75a.png,0.016940300003625453,5,0.0,0.0
yolo11s,1,f8918010-5d4d-430b-bacb-8ca1f278abae.png,0.01706360001116991,1,0.0,0.0
yolo11s,1,ceb849b4-5618-4c3b-b34a-6ef007ae2ba0.png,0.017313599993940443,2,0.0,0.0
yolo11s,1,d7ccc813-9dab-48c3-bf30-c6d305c85a4a.png,0.01882349996594712,7,0.0,0.0
yolo11s,1,0864e801-58cb-4df8-b7a8-dd9e32c97178.png,0.016246099956333637,0,0.0,0.0
yolo11s,1,64965325-3bb3-41f9-9377-b19ec6110048.png,0.016753300034906715,7,0.0,0.0
yolo11s,1,4f71fa14-67f7-4985-8f06-b8480416790f.png,0.016711400006897748,2,0.0,0.0
yolo11s,1,8d85ff98-36a9-4763-9238-1fe184b8409e.png,0.016041100025177002,0,0.0,0.0
yolo11s,1,459ef256-48ff-4456-b5f6-e2383bfbdc33.png,0.01668429997516796,1,0.0,0.0
yolo11s,1,83f0d9e7-520b-41ee-a7c0-f93713784281.png,0.020042799995280802,4,0.0,0.0
yolo11s,1,8bc6dd29-efc9-4ffc-9562-2f35b815390f.png,0.016757500008679926,1,0.0,0.0
yolo11s,1,74ef566d-21ce-4b66-b134-a713ca915762.png,0.01734540000325069,1,0.0,0.0
yolo11s,1,6a078738-03df-4e3f-adb3-d203baef1e1c.png,0.01734520000172779,2,0.0,0.0
yolo11s,1,7e7f06d1-3d03-448f-937c-3c9a449d773c.png,0.015935200033709407,0,0.0,0.0
yolo11s,1,f750621a-0f9d-4dea-941d-a2c52a8aba72.png,0.01755400002002716,6,0.0,0.0
yolo11s,1,e4953ef6-48c4-4aee-b6e8-57baa785b8a2.png,0.01713330001803115,10,0.0,0.0
yolo11s,1,8ce38d07-8569-41dd-beb9-40d9afc3f2cc.png,0.016238000011071563,0,0.0,0.0
yolo11s,1,853eb3dc-762c-4b84-901e-3399addf1fe6.png,0.017037799989338964,0,0.0,0.0
yolo11s,1,81d9d146-e9bb-478b-aeed-c2431780030e.png,0.01809040002990514,4,0.0,0.0
yolo11s,1,d55fda52-2efc-449c-a9c5-5066a16ea85b.png,0.0172383000026457,0,0.0,0.0
