detector,fp_per_image_budget,seed_count,sensitivity,sensitivity_std,sensitivity_mean_plus_minus_std,achieved_fp_per_image,achieved_fp_per_image_std,selected_threshold_mean,selected_threshold_min,selected_threshold_max,selection_rule
faster_rcnn,0.125,5,0.26716417910447765,0.011975228758120297,0.267164 ± 0.0119752,0.11253333333333333,0.0032110918876779478,0.792,0.7,0.83,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
faster_rcnn,0.25,5,0.3641791044776119,0.025932164707304545,0.364179 ± 0.0259322,0.24559999999999998,0.004044200236827494,0.6699999999999999,0.61,0.74,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
faster_rcnn,0.5,5,0.48358208955223886,0.03161749278255949,0.483582 ± 0.0316175,0.48213333333333336,0.012242004193213904,0.44400000000000006,0.25,0.61,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
faster_rcnn,1.0,5,0.5970149253731343,0.022074924563804527,0.597015 ± 0.0220749,0.9634666666666668,0.036509968197435856,0.21800000000000003,0.05,0.4,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
faster_rcnn,2.0,5,0.6873134328358209,0.026699319134325855,0.687313 ± 0.0266993,1.8797333333333335,0.09178428817371498,0.084,0.01,0.18,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
yolo11s,0.125,5,0.17611940298507464,0.02166108249805969,0.176119 ± 0.0216611,0.12,0.005497474167490215,0.11200000000000002,0.01,0.2,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
yolo11s,0.25,5,0.2455223880597015,0.05562080028123608,0.245522 ± 0.0556208,0.2104,0.051436260448139974,0.026000000000000002,0.01,0.05,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
yolo11s,0.5,5,0.29253731343283584,0.08863805773804101,0.292537 ± 0.0886381,0.3104,0.13512594947759748,0.01,0.01,0.01,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
yolo11s,1.0,5,0.29253731343283584,0.08863805773804101,0.292537 ± 0.0886381,0.3104,0.13512594947759748,0.01,0.01,0.01,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
yolo11s,2.0,5,0.29253731343283584,0.08863805773804101,0.292537 ± 0.0886381,0.3104,0.13512594947759748,0.01,0.01,0.01,per seed: maximum observed sensitivity with FP/image <= budget; no interpolation; ties use fewer FP/image then higher threshold
