detector,threshold_probability,net_benefit,net_benefit_ci_lower,net_benefit_ci_upper,mean_true_positive_images,mean_false_positive_images,mean_flagged_images,treat_all_net_benefit,treat_all_ci_lower,treat_all_ci_upper,treat_none_net_benefit,treat_none_ci_lower,treat_none_ci_upper,net_benefit_difference_vs_other,difference_ci_lower,difference_ci_upper,other_detector,point_estimate_preferred_detector,paired_ci_preferred_detector,point_estimate_best_strategy,population,population_unit,image_count,positive_image_count,negative_image_count,disease_prevalence,disease_prevalence_percent,patient_group_count,seed_count,seed_ids,confidence_level,bootstrap_resamples,bootstrap_valid_resamples,bootstrap_method,seed_aggregation,decision_rule,outcome_definition,score_interpretation
faster_rcnn,0.2,0.11846666666666668,0.06033317630755121,0.17862043336293262,155.2,265.4,420.59999999999997,0.031666666666666676,-0.030131672531256995,0.09512950716289856,0.0,0.0,0.0,0.07040000000000002,0.02446655684619926,0.12301377748068922,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.2,0.04806666666666667,0.018345244648291414,0.08585696525935568,41.4,21.4,62.8,0.031666666666666676,-0.030131672531256995,0.09512950716289856,0.0,0.0,0.0,-0.07040000000000002,-0.12301377748068924,-0.024466556846199278,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.21,0.11320168776371309,0.05560208510929182,0.1739696406539778,154.6,262.2,416.79999999999995,0.01940928270042197,-0.043171313955703255,0.08367545029154286,0.0,0.0,0.0,0.06804050632911393,0.022085846320831395,0.11969622430598209,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.21,0.045161181434599164,0.01721791421641918,0.08086802480917114,39.4,20.8,60.2,0.01940928270042197,-0.043171313955703255,0.08367545029154286,0.0,0.0,0.0,-0.06804050632911393,-0.11969622430598212,-0.022085846320831395,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.22,0.10902564102564102,0.05055409849820741,0.17122262125540139,154.2,256.8,411.0,0.006837606837606841,-0.0565453051602636,0.07192769965425494,0.0,0.0,0.0,0.06546324786324786,0.019659573137514326,0.11665991368323404,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.22,0.04356239316239316,0.015672833735623087,0.0785319294645592,38.2,19.6,57.800000000000004,0.006837606837606841,-0.0565453051602636,0.07192769965425494,0.0,0.0,0.0,-0.06546324786324786,-0.11665991368323406,-0.019659573137514333,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.23,0.10425281385281386,0.045507499503176875,0.16646443475640604,154.0,253.8,407.8,-0.006060606060606044,-0.07026667275974752,0.05987481263677772,0.0,0.0,0.0,0.06134025974025975,0.014924722145466852,0.11340550830803231,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.23,0.04291255411255411,0.015457777940021896,0.07755895609450385,37.8,18.8,56.599999999999994,-0.006060606060606044,-0.07026667275974752,0.05987481263677772,0.0,0.0,0.0,-0.06134025974025975,-0.11340550830803232,-0.014924722145466864,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.24,0.09903157894736843,0.03954194123221557,0.16139072031572407,153.6,251.2,404.79999999999995,-0.019298245614035064,-0.08434912898027054,0.04750474438199848,0.0,0.0,0.0,0.058245614035087726,0.010462630296175026,0.11124004696977625,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.24,0.0407859649122807,0.014427032355354018,0.07415524588971655,36.4,18.4,54.8,-0.019298245614035064,-0.08434912898027054,0.04750474438199848,0.0,0.0,0.0,-0.058245614035087726,-0.1112400469697763,-0.010462630296175052,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.25,0.09413333333333333,0.03434276485015257,0.15663488909404763,153.2,247.8,401.0,-0.032888888888888856,-0.09880711736667411,0.03480480764042514,0.0,0.0,0.0,0.056,0.006541226007006705,0.11073685419822174,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.25,0.03813333333333333,0.013185583899847917,0.07073213778385627,34.6,18.0,52.6,-0.032888888888888856,-0.09880711736667411,0.03480480764042514,0.0,0.0,0.0,-0.056,-0.11073685419822175,-0.006541226007006715,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.26,0.0898954954954955,0.02947776925397013,0.15351786216111343,152.8,243.0,395.8,-0.04684684684684687,-0.1136558621959535,0.021761629365295704,0.0,0.0,0.0,0.05343423423423424,0.0029692258646972906,0.10815102949550622,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.26,0.03646126126126126,0.012445875106031356,0.06691064460182104,33.6,17.8,51.400000000000006,-0.04684684684684687,-0.1136558621959535,0.021761629365295704,0.0,0.0,0.0,-0.05343423423423424,-0.10815102949550623,-0.002969225864697312,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.27,0.08616621004566208,0.026021684292307005,0.15035689295094026,152.8,238.4,391.20000000000005,-0.061187214611872154,-0.1289114219520625,0.008361103740162794,0.0,0.0,0.0,0.052515068493150664,0.0007425844439407175,0.10781331817109305,yolo11s,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.27,0.033651141552511414,0.011653529275310671,0.06230723690005754,31.6,17.2,48.8,-0.061187214611872154,-0.1289114219520625,0.008361103740162794,0.0,0.0,0.0,-0.052515068493150664,-0.10781331817109305,-0.0007425844439407238,faster_rcnn,faster_rcnn,faster_rcnn,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.28,0.08139259259259257,0.020665588922423487,0.14429442830944547,152.2,234.4,386.6,-0.07592592592592595,-0.14459074725695226,-0.005411658707890527,0.0,0.0,0.0,0.049525925925925904,-0.003165203678370569,0.10707887289282637,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.28,0.03186666666666667,0.010786901952885208,0.059573582705738176,30.2,16.2,46.4,-0.07592592592592595,-0.14459074725695226,-0.005411658707890527,0.0,0.0,0.0,-0.049525925925925904,-0.10707887289282637,0.003165203678370506,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.29,0.07621032863849767,0.015026124304627436,0.1405542114342211,152.0,232.2,384.2,-0.09107981220657274,-0.160711743697191,-0.019572386295325563,0.0,0.0,0.0,0.044754929577464804,-0.00876738414205939,0.10267626720231306,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.29,0.03145539906103286,0.010378402148184291,0.05996527368485118,29.8,15.2,45.0,-0.09107981220657274,-0.160711743697191,-0.019572386295325563,0.0,0.0,0.0,-0.044754929577464804,-0.10267626720231307,0.00876738414205939,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.3,0.0723047619047619,0.011015346751102943,0.13754706598899477,151.6,227.2,378.79999999999995,-0.10666666666666669,-0.17729334003572228,-0.03413770609954453,0.0,0.0,0.0,0.04209523809523809,-0.012195062924819502,0.1016287880463553,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.3,0.030209523809523808,0.00977324774113054,0.05725961620469081,29.0,14.8,43.8,-0.10666666666666669,-0.17729334003572228,-0.03413770609954453,0.0,0.0,0.0,-0.04209523809523809,-0.10162878804635532,0.0121950629248195,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.31,0.06729661835748792,0.006115184595482026,0.1330140174278763,151.2,224.2,375.4,-0.12270531400966184,-0.1943555623550806,-0.04912520908649449,0.0,0.0,0.0,0.03790917874396135,-0.016828366938281877,0.09733184063399007,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.31,0.029387439613526568,0.009463762373313516,0.05598863459392528,28.6,14.6,43.2,-0.12270531400966184,-0.1943555623550806,-0.04912520908649449,0.0,0.0,0.0,-0.03790917874396135,-0.09733184063399009,0.016828366938281814,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.32,0.06313725490196077,0.0010558999516037193,0.12911182582879752,150.6,219.4,370.0,-0.1392156862745098,-0.21191961474265536,-0.06455352098482525,0.0,0.0,0.0,0.0356392156862745,-0.020682636691040045,0.09609282579278007,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.32,0.027498039215686276,0.008425278219395867,0.053171477092643166,27.4,14.4,41.8,-0.1392156862745098,-0.21191961474265536,-0.06455352098482525,0.0,0.0,0.0,-0.0356392156862745,-0.09609282579278008,0.020682636691040025,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.33,0.05933532338308456,-0.0028727097871746664,0.12475409442993102,150.2,214.6,364.79999999999995,-0.15621890547263684,-0.230007967201501,-0.08044237950698689,0.0,0.0,0.0,0.0335960199004975,-0.02185213654372514,0.09266878388924231,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.33,0.025739303482587062,0.007574761825636638,0.05044644617731169,26.2,14.0,40.2,-0.15621890547263684,-0.230007967201501,-0.08044237950698689,0.0,0.0,0.0,-0.0335960199004975,-0.09266878388924238,0.02185213654372508,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.34,0.05345454545454542,-0.009798025723416311,0.11897513530878713,149.2,211.8,361.0,-0.1737373737373738,-0.24864445155303888,-0.09681271859042608,0.0,0.0,0.0,0.029454545454545424,-0.026394407700541335,0.08911455397608947,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.34,0.023999999999999997,0.006661794386963821,0.04796253302132451,24.8,13.2,38.0,-0.1737373737373738,-0.24864445155303888,-0.09681271859042608,0.0,0.0,0.0,-0.029454545454545424,-0.08911455397608951,0.02639440770054128,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.35,0.048574358974358994,-0.015347538661531657,0.1149628521536815,148.0,207.2,355.2,-0.19179487179487176,-0.2678543661923163,-0.11368676041489409,0.0,0.0,0.0,0.0247794871794872,-0.03147075982268893,0.08417091734848742,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.35,0.023794871794871796,0.0065460331303424536,0.04777673479604717,24.2,11.8,36.0,-0.19179487179487176,-0.2678543661923163,-0.11368676041489409,0.0,0.0,0.0,-0.0247794871794872,-0.08417091734848743,0.031470759822688925,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.36,0.04290000000000001,-0.02156012398203263,0.1094412392668705,147.6,205.2,352.79999999999995,-0.21041666666666664,-0.2876645906640713,-0.13108811604637682,0.0,0.0,0.0,0.020750000000000008,-0.03659733469351657,0.08132273006146842,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.36,0.02215,0.0061278734838101125,0.04490610476070845,22.8,11.0,33.8,-0.21041666666666664,-0.2876645906640713,-0.13108811604637682,0.0,0.0,0.0,-0.020750000000000008,-0.08132273006146842,0.03659733469351655,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.37,0.03739682539682539,-0.027942712766666933,0.10466219093065682,146.8,202.2,349.0,-0.22962962962962963,-0.3081037111508026,-0.14904189566616058,0.0,0.0,0.0,0.016584126984126972,-0.04219147640254706,0.07805551368975573,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.37,0.020812698412698415,0.005035384936700727,0.04222940182596507,21.6,10.2,31.8,-0.22962962962962963,-0.3081037111508026,-0.14904189566616058,0.0,0.0,0.0,-0.016584126984126972,-0.07805551368975576,0.04219147640254704,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.38,0.033556989247311826,-0.03236719363734086,0.10131137265455512,146.4,197.8,344.20000000000005,-0.24946236559139784,-0.3292021581048478,-0.16757482946722768,0.0,0.0,0.0,0.01356559139784946,-0.04683908804600179,0.0760459972112011,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.38,0.019991397849462366,0.004830190687016632,0.04090087558843985,21.0,9.8,30.8,-0.24946236559139784,-0.3292021581048478,-0.16757482946722768,0.0,0.0,0.0,-0.01356559139784946,-0.07604599721120116,0.04683908804600178,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.39,0.028874316939890704,-0.03707576412219471,0.09646233885204972,146.2,194.8,341.0,-0.26994535519125684,-0.3509923574180421,-0.18671540044210033,0.0,0.0,0.0,0.010316939890710381,-0.051541953083285984,0.0731886395208224,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.39,0.018557377049180323,0.004322698409783267,0.03828315622099123,19.8,9.2,29.0,-0.26994535519125684,-0.3509923574180421,-0.18671540044210033,0.0,0.0,0.0,-0.010316939890710381,-0.07318863952082243,0.05154195308328598,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.4,0.02488888888888887,-0.040988853405261934,0.09214693191624648,146.0,191.0,337.0,-0.29111111111111115,-0.37350889670834275,-0.20649399044946865,0.0,0.0,0.0,0.006933333333333316,-0.055732268185105606,0.07065313097413911,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
yolo11s,0.4,0.017955555555555554,0.0038042998968659423,0.03748953898938921,19.2,8.6,27.799999999999997,-0.29111111111111115,-0.37350889670834275,-0.20649399044946865,0.0,0.0,0.0,-0.006933333333333316,-0.07065313097413917,0.0557322681851056,faster_rcnn,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
faster_rcnn,0.41,0.02078644067796615,-0.04599794459639583,0.08892383426244212,145.4,186.8,332.20000000000005,-0.31299435028248573,-0.3967887085169585,-0.22694304113505273,0.0,0.0,0.0,0.003954802259887046,-0.05934720197205908,0.0672997006289352,yolo11s,faster_rcnn,not_distinguished,faster_rcnn,full held-out RSNA test split,exam_image,750,169,581,0.22533333333333333,22.53333333333333,323,5,17|42|137|271|314,0.95,2000,2000,paired_hierarchical_patient_cluster_percentile,arithmetic_mean_across_frozen_test_seeds,maximum emitted box confidence >= threshold,at_least_one_lung_opacity_annotation,raw_detector_score_used_as_nominal_threshold_probability
