detector,seed,threshold,sensitivity,false_positives,fp_per_image
faster_rcnn,137,0.76,0.10074626865671642,11,0.014666666666666666
faster_rcnn,137,0.77,0.05970149253731343,8,0.010666666666666666
faster_rcnn,137,0.78,0.048507462686567165,3,0.004
faster_rcnn,137,0.79,0.03731343283582089,2,0.0026666666666666666
faster_rcnn,137,0.8,0.011194029850746268,1,0.0013333333333333333
faster_rcnn,137,0.81,0.0037313432835820895,0,0.0
faster_rcnn,137,0.82,0.0,0,0.0
faster_rcnn,137,0.83,0.0,0,0.0
faster_rcnn,137,0.84,0.0,0,0.0
faster_rcnn,137,0.85,0.0,0,0.0
faster_rcnn,137,0.86,0.0,0,0.0
faster_rcnn,137,0.87,0.0,0,0.0
faster_rcnn,137,0.88,0.0,0,0.0
faster_rcnn,137,0.89,0.0,0,0.0
faster_rcnn,137,0.9,0.0,0,0.0
faster_rcnn,137,0.91,0.0,0,0.0
faster_rcnn,137,0.92,0.0,0,0.0
faster_rcnn,137,0.93,0.0,0,0.0
faster_rcnn,137,0.94,0.0,0,0.0
faster_rcnn,137,0.95,0.0,0,0.0
faster_rcnn,137,0.96,0.0,0,0.0
faster_rcnn,137,0.97,0.0,0,0.0
faster_rcnn,137,0.98,0.0,0,0.0
faster_rcnn,137,0.99,0.0,0,0.0
faster_rcnn,271,0.01,0.746268656716418,1960,2.6133333333333333
faster_rcnn,271,0.02,0.7089552238805971,1463,1.9506666666666668
faster_rcnn,271,0.03,0.7014925373134329,1253,1.6706666666666667
faster_rcnn,271,0.04,0.6791044776119403,1093,1.4573333333333334
faster_rcnn,271,0.05,0.6604477611940298,1007,1.3426666666666667
faster_rcnn,271,0.06,0.6529850746268657,918,1.224
faster_rcnn,271,0.07,0.6268656716417911,841,1.1213333333333333
faster_rcnn,271,0.08,0.6156716417910447,780,1.04
faster_rcnn,271,0.09,0.6119402985074627,749,0.9986666666666667
faster_rcnn,271,0.1,0.6007462686567164,710,0.9466666666666667
faster_rcnn,271,0.11,0.5895522388059702,665,0.8866666666666667
faster_rcnn,271,0.12,0.582089552238806,639,0.852
faster_rcnn,271,0.13,0.5783582089552238,621,0.828
faster_rcnn,271,0.14,0.5746268656716418,597,0.796
faster_rcnn,271,0.15,0.5746268656716418,582,0.776
faster_rcnn,271,0.16,0.5708955223880597,557,0.7426666666666667
faster_rcnn,271,0.17,0.5671641791044776,546,0.728
faster_rcnn,271,0.18,0.5671641791044776,528,0.704
