scope,condition_id,family,corruption,severity,estimand,metric,unit,detector_a,detector_b,image_count,patient_group_count,seed_count,confidence_level,detector_a_estimate,detector_a_ci_low,detector_a_ci_high,detector_b_estimate,detector_b_ci_low,detector_b_ci_high,difference_a_minus_b,difference_ci_low,difference_ci_high,bootstrap_resamples,bootstrap_valid_a,bootstrap_valid_b,bootstrap_valid_difference,test_name,permutation_resamples,permutation_valid,p_value_raw,p_value_holm,holm_family_size,effect_size_name,effect_size,effect_size_n,status,reason
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.922077922077922,0.8382253577106518,0.9838709677419354,0.7368421052631579,0.39999999999999997,1.0,0.1852358168147642,-0.06545922003869249,0.490753335594753,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.003199360127974405,0.09278144371125774,35,paired_raw_difference,0.1852358168147642,183,complete,
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8824627224627224,0.8052502585812735,0.9399959487874141,0.7133757961783439,0.39607373209314967,0.9361115170705959,0.1690869262843785,-0.051081679263490117,0.45813971689247773,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.010197960407918417,0.3059388122375525,35,paired_raw_difference,0.1690869262843785,183,complete,
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9872040194341852,0.9584675520742184,1.0087375707602155,1.0408923184637073,0.9229883235499033,1.0934927637316203,-0.0536882990295221,-0.1113602233038171,0.05797057620470347,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.017196560687862426,0.5158968206358728,34,paired_raw_difference,-0.0536882990295221,183,complete,
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9918731071744803,0.974269810493018,1.004694887161255,1.0255187220151796,0.951374700900615,1.0573973124910723,-0.03364561484069928,-0.06854390291129693,0.03501570878380783,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.014997000599880024,0.46490701859628075,34,paired_raw_difference,-0.03364561484069928,183,complete,
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8595328495147908,0.7089191737894274,0.9827212908076999,0.7247377110834221,0.5441061121741064,1.0042682265944003,0.1347951384313687,-0.1546730809636644,0.26518135890397576,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.22815436912617476,1.0,35,paired_raw_difference,0.1347951384313687,183,complete,
phase6_primary_seed_robustness,brighter_s4,lighting,brighter,4,retention,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8662398306663465,0.6969648627269961,1.006137936663573,0.6946592193035792,0.49556829974570665,0.9702212904539728,0.17158061136276725,-0.11269235974432092,0.3176854151319322,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.17056588682263546,1.0,35,paired_raw_difference,0.17158061136276725,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.10902896081771721,0.06737588855111884,0.14942695560782743,0.3125,0.09375,0.43243243243243246,-0.2034710391822828,-0.30351348866965894,-0.013407472806449949,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,-0.2034710391822828,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.5765765765765766,0.4399913793103448,0.6923267326732672,0.13513513513513514,0.028169014084507043,0.23078124999999994,0.44144144144144143,0.3488318754000427,0.5402445460942997,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,0.44144144144144143,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.18338108882521492,0.11784484977160137,0.24232699800437138,0.18867924528301885,0.04298811544991515,0.2938458321717312,-0.005298156457803932,-0.08390291741970807,0.10116437217330079,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.8880223955208958,1.0,35,paired_raw_difference,-0.005298156457803932,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6951874322012294,0.666844327126546,0.7282730885553852,0.7123197570211336,0.635517567548333,0.7759859115392604,-0.017132324819904232,-0.0658981825810959,0.050622732753596564,2000,2000,1994,1994,paired_patient_cluster_label_swap,5000,5000,0.4803039392121576,1.0,34,paired_raw_difference,-0.017132324819904232,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8153067769242421,0.7952663704860895,0.838367889228148,0.8282492831590464,0.7747807910098454,0.8727866554905358,-0.012942506234804307,-0.047152550775413485,0.03447510241363628,2000,2000,1994,1994,paired_patient_cluster_label_swap,5000,5000,0.4445110977804439,1.0,34,paired_raw_difference,-0.012942506234804307,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.2698997475874615,0.14306864014811418,0.3896369910797523,0.15123028926986581,0.0669170470918854,0.24031852493208286,0.11866945831759568,0.04141397608316833,0.19068767675295695,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.2845430913817237,1.0,35,paired_raw_difference,0.11866945831759568,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,raw,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.09910910901190496,0.05471678033937726,0.150948881917554,0.05250621929155206,0.020720352454129558,0.09177871283692948,0.046602889720352904,0.01710783471711907,0.08061619849614841,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.21595680863827235,1.0,35,paired_raw_difference,0.046602889720352904,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7575388836036195,0.6343042414733546,0.8517969717643964,0.6743421052631579,0.27467532467532474,0.9482758620689655,0.08319677834046169,-0.1628692201951101,0.45821748866916817,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.29634073185362925,1.0,35,paired_raw_difference,0.08319677834046169,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8311688311688311,0.679228436657682,0.9433962264150944,0.7894736842105263,0.25,1.2728535353535346,0.041695146958304785,-0.38201770598949936,0.5358770876229695,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.6396720655868826,1.0,35,paired_raw_difference,0.041695146958304785,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7692479440330443,0.6410862896123034,0.8640095140635919,0.7547169811320754,0.2545983483483484,1.1437544291763884,0.014530962900968891,-0.32732638850580525,0.47405954143998597,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.8518296340731853,1.0,35,paired_raw_difference,0.014530962900968891,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,1.0046008559574828,0.9809673730920445,1.0349532134483443,1.0262773643453464,0.9072220246067887,1.1033993064605097,-0.021676508387863613,-0.08558170982469099,0.0994947512203898,2000,2000,1994,1994,paired_patient_cluster_label_swap,5000,5000,0.38812237552489504,1.0,34,paired_raw_difference,-0.021676508387863613,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,1.0026453926331573,0.9877133185992873,1.0214829728913875,1.0170694240246565,0.9431903042455555,1.061078197157046,-0.01442403139149917,-0.050394668752179385,0.06208823541747731,2000,2000,1994,1994,paired_patient_cluster_label_swap,5000,5000,0.39392121575684863,1.0,34,paired_raw_difference,-0.01442403139149917,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7145628039270512,0.5047344932423519,0.878184983948822,0.7157617178800029,0.4949272705424309,1.0195656627464622,-0.0011989139529516857,-0.2650956621043908,0.12605427964178362,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.9932013597280543,1.0,35,paired_raw_difference,-0.0011989139529516857,183,complete,
phase6_primary_seed_robustness,brighter_s5,lighting,brighter,5,retention,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6705521755251431,0.4801236768198749,0.8381663890261505,0.6882023445539205,0.4017350249827313,1.0223815615585623,-0.017650169028777363,-0.2779721146792974,0.19658416364607192,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.9050189962007599,1.0,35,paired_raw_difference,-0.017650169028777363,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.13611615245009073,0.0883522155447566,0.18330311117353745,0.42105263157894735,0.25,0.5833333333333334,-0.2849364791288566,-0.4527379530519937,-0.13757417431481503,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,-0.2849364791288566,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6756756756756757,0.5543478260869565,0.7727368220015278,0.14414414414414414,0.07789710289710294,0.1978021978021978,0.5315315315315315,0.41996511627906985,0.6287497585474212,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,0.5315315315315315,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.22658610271903323,0.15329502787575378,0.29395129298664896,0.21476510067114093,0.1219327420546933,0.2857522796352581,0.011821002047892298,-0.07180593805304344,0.0859198854150789,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.847630473905219,1.0,35,paired_raw_difference,0.011821002047892298,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6942019357188443,0.6672683747554942,0.7212116879497543,0.7003912729105559,0.6574934859108221,0.741467541918131,-0.0061893371917116635,-0.058558089389298004,0.04720416798813984,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.8026394721055788,1.0,34,paired_raw_difference,-0.0061893371917116635,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.814409578372542,0.7948661597001715,0.8333453144173522,0.8200929993723802,0.7905690012042332,0.8484589608470816,-0.005683420999838207,-0.04317964077108579,0.030529591410433404,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.7384523095380924,1.0,34,paired_raw_difference,-0.005683420999838207,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.33501854501401673,0.2040950453977559,0.4720106721552805,0.19202421320877844,0.09434674040950781,0.28900726726380543,0.1429943318052383,0.05931989415970406,0.23184321963785448,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.2451509698060388,1.0,35,paired_raw_difference,0.1429943318052383,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,raw,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.13092857529824892,0.0764542431984035,0.1946734684888232,0.06629480246381413,0.03136415049975243,0.10525032898660414,0.06463377283443479,0.026804916615063314,0.11354967331159789,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.1829634073185363,1.0,35,paired_raw_difference,0.06463377283443479,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9457420981921888,0.8889871359257164,0.9947618906833422,0.9085872576177284,0.7814047619047618,1.09375,0.03715484057446039,-0.1703979718638712,0.1840604841708919,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.5596880623875224,1.0,35,paired_raw_difference,0.03715484057446039,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.974025974025974,0.9166666666666667,1.0210526315789474,0.8421052631578947,0.7271464646464648,1.0,0.13192071086807933,-0.037048611111111136,0.27282769556025327,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.012397520495900819,0.34713057388522295,35,paired_raw_difference,0.13192071086807933,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9504845607564639,0.8941760218430137,0.999061528988253,0.8590604026845637,0.7478158055705649,1.0087738705170004,0.09142415807190019,-0.06881665420661631,0.22935050026493364,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.13377324535092983,1.0,35,paired_raw_difference,0.09142415807190019,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,1.0031767355492465,0.9813645926630573,1.030091854942538,1.0090913560773267,0.9647594735275029,1.0418118582406775,-0.005914620528080228,-0.03576344454922539,0.03283266707224478,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.7404519096180764,1.0,34,paired_raw_difference,-0.005914620528080228,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,1.0015420386324303,0.9875317262877914,1.0171910960364936,1.0070537113379565,0.979209905141418,1.0263872252045085,-0.005511672705526216,-0.024556545611423737,0.0188436016111522,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.6114777044591082,1.0,34,paired_raw_difference,-0.005511672705526216,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8869655975324744,0.7559974721507082,0.9739148793411989,0.9088363275931274,0.8256476846400925,0.9885852439367997,-0.021870730060652988,-0.19854455776723323,0.10111312991602654,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.8456308738252349,1.0,35,paired_raw_difference,-0.021870730060652988,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s1,noise,gaussian_noise,1,retention,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8858362453253664,0.770564595553176,0.974342010673508,0.8689301782327447,0.758435343064721,0.9974939622657609,0.016906067092621768,-0.15621623614744815,0.15599665602589402,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.861627674465107,1.0,35,paired_raw_difference,0.016906067092621768,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.13518197573656845,0.08764366839677538,0.1801364829983737,0.40540540540540543,0.21739130434782608,0.5926215277777775,-0.27022342966883695,-0.4666117610714257,-0.09445593085294154,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,-0.27022342966883695,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7027027027027027,0.5980136084284461,0.7777777777777778,0.13513513513513514,0.06521297278190173,0.19047619047619047,0.5675675675675675,0.4725198412698413,0.6530713275409172,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,0.5675675675675675,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.22674418604651164,0.15410939691444603,0.2894288632604852,0.20270270270270271,0.10247524752475262,0.2781540782965881,0.024041483343808928,-0.059944004924182726,0.1091693004120156,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.6694661067786443,1.0,35,paired_raw_difference,0.024041483343808928,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6854372794176469,0.6560276602216968,0.7118143262406689,0.6850539712269242,0.6471110278646431,0.7242330450946761,0.000383308190722631,-0.0458058588146576,0.03817110512782062,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.9856028794241152,1.0,34,paired_raw_difference,0.000383308190722631,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.808908255926795,0.7879046165740331,0.8274498057374505,0.8083870383807608,0.7824999595101577,0.8360297647842095,0.0005212175460342916,-0.0329556960383974,0.027237011904510208,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.9742051589682064,1.0,34,paired_raw_difference,0.0005212175460342916,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.2964929961723331,0.18322705945804815,0.4214744970739452,0.176969579012963,0.0888261089286743,0.27103837807546216,0.1195234171593701,0.047495785384192274,0.18758068613975032,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.28494301139772044,1.0,35,paired_raw_difference,0.1195234171593701,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,raw,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.11768947799349287,0.07149366065113377,0.17714376384767141,0.05708843775544705,0.029984151259741753,0.09237689084962357,0.06060104023804582,0.027510655939839163,0.09864030495006712,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.16176764647070585,1.0,35,paired_raw_difference,0.06060104023804582,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9392513898579756,0.8659489443778167,1.0167367352212486,0.8748221906116643,0.6922583826429981,1.0857936507936503,0.0644291992463113,-0.16146765966110738,0.2763825935594186,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.4329134173165367,1.0,35,paired_raw_difference,0.0644291992463113,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,1.012987012987013,0.9420247724974722,1.090909090909091,0.7894736842105263,0.625,0.9333333333333333,0.22351332877648677,0.04162501150695028,0.44249573987234764,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.001799640071985603,0.05398920215956809,35,paired_raw_difference,0.22351332877648677,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9511476895197825,0.8792678500142987,1.026607136905846,0.8108108108108109,0.6521658615136874,0.9484766871865026,0.1403368787089716,-0.027331368360579714,0.34578424723509465,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0609878024395121,1.0,35,paired_raw_difference,0.1403368787089716,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9905111135680261,0.9654767020357666,1.0134816334304368,0.9869940810924636,0.9521377991257141,1.0127887417676054,0.003517032475562565,-0.03451124440434189,0.04418952287652786,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.872625474905019,1.0,34,paired_raw_difference,0.003517032475562565,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9947766396933632,0.9788460621477665,1.0092874031573622,0.9926790837403432,0.9717099473218807,1.0075828727459204,0.0020975559530199694,-0.021288823840181218,0.027294823075850495,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.880623875224955,1.0,34,paired_raw_difference,0.0020975559530199694,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.784968747038121,0.6733472059952131,0.8728901813446494,0.83758386298385,0.6902522352666193,1.026627565647799,-0.052615115945728985,-0.23977302571851553,0.08366867723868189,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.5106978604279144,1.0,35,paired_raw_difference,-0.052615115945728985,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s2,noise,gaussian_noise,2,retention,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7962631920692135,0.6854141161875935,0.9035655235948331,0.7482617724209385,0.5766534944111078,1.0169573543977146,0.04800141964827498,-0.1803131111032804,0.18569289344806214,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.5838832233553289,1.0,35,paired_raw_difference,0.04800141964827498,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.11305732484076433,0.07008333333333334,0.15160084323910364,0.2972972972972973,0.1249053030303032,0.43753810975609736,-0.18423997245653298,-0.30909607432327485,-0.04134752162499106,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,-0.18423997245653298,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6396396396396397,0.5263022246337493,0.7265151515151513,0.0990990990990991,0.03894855144855147,0.14685828877005344,0.5405405405405406,0.43393051523947757,0.6250271739130433,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.006998600279944011,35,paired_raw_difference,0.5405405405405406,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.19215155615696888,0.12419607124739304,0.2497621951219512,0.14864864864864866,0.059391380314502064,0.21052631578947364,0.04350290750832023,-0.02747835072784772,0.11340713342732746,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.4385122975404919,1.0,35,paired_raw_difference,0.04350290750832023,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6798091403933663,0.6530397090356361,0.7100322872341311,0.7277759476281743,0.6790133771883593,0.7927805788589779,-0.04796680723480806,-0.11883013480416127,0.008859497931601798,2000,2000,1997,1997,paired_patient_cluster_label_swap,5000,5000,0.05698860227954409,1.0,34,paired_raw_difference,-0.04796680723480806,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8043560054058551,0.7851360293557198,0.8257023528028885,0.8361326067816701,0.8035810602034857,0.8801111407631566,-0.03177660137581506,-0.07911373031142759,0.006490802615597967,2000,2000,1997,1997,paired_patient_cluster_label_swap,5000,5000,0.08258348330333934,1.0,34,paired_raw_difference,-0.03177660137581506,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.25328857609495836,0.14380530933328306,0.3834842188574453,0.12648234122395577,0.05839303931864461,0.21808170638091923,0.1268062348710026,0.05579893036504484,0.19394607145861856,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.1959608078384323,1.0,35,paired_raw_difference,0.1268062348710026,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,raw,map_50_95,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.09817504002774399,0.05769523590645143,0.1528366013155458,0.04263719600526271,0.019709228697045868,0.07806401078702288,0.055537844022481284,0.025535585673370872,0.08833678606077061,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.10917816436712657,1.0,35,paired_raw_difference,0.055537844022481284,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,precision,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.7855281661014145,0.7049606474301175,0.8558368881807265,0.6415362731152204,0.35021951034495835,0.8532831402831402,0.14399189298619408,-0.07862732469905805,0.4285542511107845,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.15456908618276344,1.0,35,paired_raw_difference,0.14399189298619408,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,recall,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.922077922077922,0.8518393393393394,0.9861158675799085,0.5789473684210527,0.3157894736842105,0.9,0.3431305536568694,0.021750000000000005,0.6047826086956521,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0007998400319936012,0.024795040991801638,35,paired_raw_difference,0.3431305536568694,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,f1,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.8060383459571551,0.725950282914054,0.8742661250441242,0.5945945945945946,0.32177037617554877,0.860204001360718,0.21144375136256044,-0.07464603795316672,0.47996660373589717,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.028994201159768047,0.7828434313137372,35,paired_raw_difference,0.21144375136256044,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,iou,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9823780072727395,0.9534359346637767,1.0214353606366586,1.048545928992982,0.9765089645288428,1.128929589169562,-0.06616792172024244,-0.13942345547756485,0.007193601022676156,2000,2000,1997,1997,paired_patient_cluster_label_swap,5000,5000,0.027994401119776045,0.8118376324735053,34,paired_raw_difference,-0.06616792172024244,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,dice,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.9891783874279383,0.9701752761184723,1.01354327501375,1.0267499484504437,0.9841838334521721,1.071295829587112,-0.03757156102250536,-0.07764732514197434,0.007220376743038865,2000,2000,1997,1997,paired_patient_cluster_label_swap,5000,5000,0.05018996200759848,1.0,34,paired_raw_difference,-0.03757156102250536,183,complete,
phase6_primary_seed_robustness,gaussian_noise_s3,noise,gaussian_noise,3,retention,map_50,ratio,faster_rcnn,yolo11s,300,183,1,0.95,0.6705845290887253,0.5563376601496043,0.7963703101914037,0.5986315193406335,0.3953317490083778,0.924171517914603,0.07195300974809182,-0.231196854909627,0.23494378331657903,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.5412917416516697,1.0,35,paired_raw_difference,0.07195300974809182,183,complete,
