run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
faster_rcnn_rsna_seed17_full,17,640,640,float16,1,100,100,10.99924161328444,90.91535900004601,90.7801000003019,92.18159000056403,43256153,43030809,450.7637248,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; proposal-dependent single validation image; unsupported operations such as ROIAlign/NMS excluded,173412170,165.3787326812744,9ec35c5d761f8e4bf7a43f7999f388ac1ffc0d533f62746409db280706dffab4,7017.7975952,1556.60498046875
