detector,selection_split,beta,recall_to_precision_weight,candidate_threshold,canonical_selected_threshold,canonical_selection_rule,f_beta_ci_lower,near_optimal_lcb_tolerance,in_near_optimal_plateau,near_optimal_plateau_start,near_optimal_plateau_end,near_optimal_plateau_width,near_optimal_plateau_candidate_count,bootstrap_selection_count,bootstrap_selection_frequency,bootstrap_resamples,bootstrap_selection_rule,tie_breaker
faster_rcnn,validation,3.0,9.0,0.11,0.33,maximum_lower_confidence_bound_f_beta,0.3934539188152473,0.01,False,0.27,0.39,0.12,13,0,0.0,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.12,0.33,maximum_lower_confidence_bound_f_beta,0.3975325387966699,0.01,False,0.27,0.39,0.12,13,15,0.0075,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.13,0.33,maximum_lower_confidence_bound_f_beta,0.40181977479919306,0.01,False,0.27,0.39,0.12,13,22,0.011,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.14,0.33,maximum_lower_confidence_bound_f_beta,0.40934926990831844,0.01,False,0.27,0.39,0.12,13,12,0.006,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.15,0.33,maximum_lower_confidence_bound_f_beta,0.4090812414447445,0.01,False,0.27,0.39,0.12,13,5,0.0025,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.16,0.33,maximum_lower_confidence_bound_f_beta,0.41345679421490117,0.01,False,0.27,0.39,0.12,13,0,0.0,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.17,0.33,maximum_lower_confidence_bound_f_beta,0.41310463684885546,0.01,False,0.27,0.39,0.12,13,5,0.0025,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.18,0.33,maximum_lower_confidence_bound_f_beta,0.41627277384273614,0.01,False,0.27,0.39,0.12,13,9,0.0045,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.19,0.33,maximum_lower_confidence_bound_f_beta,0.419448510031144,0.01,False,0.27,0.39,0.12,13,1,0.0005,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.2,0.33,maximum_lower_confidence_bound_f_beta,0.4244333374883795,0.01,False,0.27,0.39,0.12,13,0,0.0,2000,maximum_bootstrap_mean_f_beta,highest_threshold
faster_rcnn,validation,3.0,9.0,0.21,0.33,maximum_lower_confidence_bound_f_beta,0.4290982452328571,0.01,False,0.27,0.39,0.12,13,10,0.005,2000,maximum_bootstrap_mean_f_beta,highest_threshold
