detector,condition_id,family,corruption,kind,severity,value,unit,image_count,target_count,true_positives,false_positives,false_negatives,inference_seconds,prediction_bundle,prediction_bundle_sha256,precision,precision_relative,precision_degradation,recall,recall_relative,recall_degradation,f1,f1_relative,f1_degradation,iou,iou_relative,iou_degradation,dice,dice_relative,dice_degradation,map_50,map_50_relative,map_50_degradation,map_50_95,map_50_95_relative,map_50_95_degradation
faster_rcnn,gaussian_blur_s5,blur,gaussian_blur,gaussian_blur,5,3.0,sigma_pixels,300,111,75,601,36,16.742650599902845,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__gaussian_blur_s5.json.gz,bca62e934e78eeb8072f4763025de355994293d7aff9b06d44e63c3f818f60f9,0.11094674556213018,0.7708637516329824,0.22913624836701763,0.6756756756756757,0.974025974025974,0.025974025974025983,0.19059720457433293,0.7995181438637601,0.20048185613623992,0.6679621788878691,0.9652582103408053,0.03474178965919472,0.7968489757540537,0.9799464162168875,0.020053583783112505,0.2747410750603783,0.727380276209627,0.272619723790373,0.10251796405367865,0.6936157989105236,0.3063842010894764
faster_rcnn,motion_blur_s1,blur,motion_blur,motion_blur,1,3.0,kernel_pixels,300,111,72,480,39,29.692783799939207,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__motion_blur_s1.json.gz,40745145cd27a6e96e2e51aabfa0f266b8f0f02055a1b49c10ccf59985f2a92d,0.13043478260869565,0.9062676453980801,0.09373235460191987,0.6486486486486487,0.935064935064935,0.06493506493506496,0.2171945701357466,0.911088911088911,0.08891108891108901,0.6936727635043847,1.0024120398212013,-0.002412039821201306,0.8144479893351111,1.0015892755446412,-0.0015892755446411666,0.3238176406204834,0.8573110694289667,0.14268893057103327,0.13201795849232148,0.8932067915652497,0.10679320843475026
faster_rcnn,motion_blur_s2,blur,motion_blur,motion_blur,2,5.0,kernel_pixels,300,111,73,500,38,30.55157559995132,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__motion_blur_s2.json.gz,57628cf91bf5eecd470be6892087e4b2c15fe2a4b63bf3edc884f9b5b168fd28,0.1273996509598604,0.8851793930327961,0.11482060696720386,0.6576576576576577,0.9480519480519481,0.051948051948051854,0.21345029239766083,0.8953823953823953,0.10461760461760472,0.6894088566341428,0.9962503569524463,0.0037496430475536524,0.8120714555224562,0.9986666692998059,0.0013333307001941463,0.34261650620363693,0.9070812904900033,0.0929187095099967,0.1340190040020085,0.9067454605455578,0.09325453945444218
faster_rcnn,motion_blur_s3,blur,motion_blur,motion_blur,3,9.0,kernel_pixels,300,111,74,533,37,30.540752099987003,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__motion_blur_s3.json.gz,e335852a25b5ace88810f98b21fe6193e1bf317322110ac716ab4a3ada43d87d,0.12191103789126853,0.8470442243094631,0.15295577569053687,0.6666666666666666,0.9610389610389609,0.038961038961039085,0.20612813370473534,0.8646673660601235,0.1353326339398765,0.677074119099785,0.9784256850567096,0.02157431494329043,0.8036061970500568,0.9882562904767328,0.011743709523267198,0.3045855536339739,0.8063938895305457,0.1936061104694543,0.10850078738290946,0.7340943708520432,0.2659056291479568
faster_rcnn,motion_blur_s4,blur,motion_blur,motion_blur,4,13.0,kernel_pixels,300,111,71,579,40,30.71515940007521,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__motion_blur_s4.json.gz,67d4d05ad5c4f4b1a4c1f6d78f3fe1062577e48aeb6a5371356f794c64286b3a,0.10923076923076923,0.7589410589410589,0.2410589410589411,0.6396396396396397,0.922077922077922,0.07792207792207795,0.1865965834428384,0.7827363175589194,0.21726368244108063,0.6761103997627421,0.9770330343469139,0.02296696565308609,0.8029278352283393,0.987422056818515,0.012577943181484974,0.28726710633647234,0.7605430935546977,0.23945690644530226,0.11161355527215189,0.7551547284805796,0.24484527151942037
faster_rcnn,motion_blur_s5,blur,motion_blur,motion_blur,5,17.0,kernel_pixels,300,111,72,565,39,30.489450400098576,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__motion_blur_s5.json.gz,024d2125004e2a934a1dd3d8529933d3c6ccacfc2b46d123e79a72fc6a52f838,0.1130298273155416,0.7853371118677241,0.21466288813227585,0.6486486486486487,0.935064935064935,0.06493506493506496,0.19251336898395724,0.807556080283353,0.19244391971664698,0.6797199288315837,0.9822490895058513,0.017750910494148675,0.8045542858071187,0.9894222280734515,0.010577771926548518,0.2884950041113767,0.7637939675729741,0.23620603242702587,0.10032785510053323,0.6787979649312842,0.3212020350687158
faster_rcnn,jpeg_s1,compression,jpeg,jpeg,1,90.0,quality_percent,300,111,76,457,35,30.413773999884143,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__jpeg_s1.json.gz,ed084dec03dc262119e26209519e85498cf183f94d8079b72662100feb44dc4d,0.1425891181988743,0.9907166004726979,0.00928339952730206,0.6846846846846847,0.987012987012987,0.012987012987012991,0.23602484472049687,0.9900782447366295,0.009921755263370469,0.6950131349929555,1.0043489826978231,-0.004348982697823134,0.8154405212150305,1.002809868264595,-0.00280986826459495,0.37178792275912953,0.9843129640826657,0.015687035917334335,0.14585536652957173,0.9868278941613058,0.013172105838694215
faster_rcnn,jpeg_s2,compression,jpeg,jpeg,2,70.0,quality_percent,300,111,73,464,38,28.896083400031785,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__jpeg_s2.json.gz,4b6b0f2d6a9053c3d5c4292e31a0e9ab1f5b6a10a39609c5731c7f0764be70c9,0.13594040968342644,0.9445210283199109,0.055478971680089084,0.6576576576576577,0.9480519480519481,0.051948051948051854,0.22530864197530864,0.9451258617925283,0.05487413820747167,0.6943660296929348,1.0034138643280377,-0.003413864328037697,0.8156138625257721,1.0030230393941466,-0.0030230393941466094,0.3402617578492035,0.900847066109555,0.099152933890445,0.13821070291095752,0.9351056471173542,0.06489435288264578
faster_rcnn,jpeg_s3,compression,jpeg,jpeg,3,50.0,quality_percent,300,111,72,441,39,29.65569960018911,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__jpeg_s3.json.gz,e1d040ad530903be8209051e862053b874c88ba6c856e02f4eaeaa66e06bd220,0.14035087719298245,0.9751651856915013,0.024834814308498654,0.6486486486486487,0.935064935064935,0.06493506493506496,0.23076923076923078,0.968031968031968,0.031968031968031996,0.691504619458356,0.999278900089974,0.0007210999100260018,0.8128200922697588,0.9995873254340165,0.00041267456598348407,0.29874491763910244,0.7909307360058832,0.20906926399411685,0.1193422683876479,0.8074456374118972,0.19255436258810277
faster_rcnn,jpeg_s4,compression,jpeg,jpeg,4,35.0,quality_percent,300,111,73,473,38,30.598985899836407,C:/Users/Pouyan/PycharmProjects/Uni/Deep Learning/DP_Final_Project/results/logs/phase6_robustness/predictions/faster_rcnn__jpeg_s4.json.gz,6dbc57405114d874a22621d8062c5433113e1b2995dc948b0896b709394aec2b,0.1336996336996337,0.9289520003805718,0.0710479996194282,0.6576576576576577,0.9480519480519481,0.051948051948051854,0.2222222222222222,0.932178932178932,0.067821067821068,0.6757407586135536,0.9764988736333118,0.02350112636668822,0.8021710201202445,0.9864913431256043,0.01350865687439573,0.31857076465359685,0.8434199026669786,0.15658009733302136,0.12168832215923875,0.8233185624752256,0.1766814375247744
