detector,threshold,seed_count,precision,precision_std,precision_mean_plus_minus_std,recall,recall_std,recall_mean_plus_minus_std,f1,f1_std,f1_mean_plus_minus_std
faster_rcnn,0.44,5,0.2537310259431907,0.048959953159456726,0.253731 ± 0.04896,0.5097014925373134,0.07704117046736446,0.509701 ± 0.0770412,0.33220151043428015,0.03299825480121785,0.332202 ± 0.0329983
faster_rcnn,0.45,5,0.25640202526241573,0.04979298570836873,0.256402 ± 0.049793,0.505223880597015,0.0754894182060151,0.505224 ± 0.0754894,0.3336169146362266,0.03366238680799032,0.333617 ± 0.0336624
faster_rcnn,0.46,5,0.25966067826446837,0.05059688871224498,0.259661 ± 0.0505969,0.5007462686567165,0.0719385179689237,0.500746 ± 0.0719385,0.33544739112594524,0.03322523186469967,0.335447 ± 0.0332252
faster_rcnn,0.47,5,0.264356857495999,0.05125161106594993,0.264357 ± 0.0512516,0.49925373134328355,0.07027418218425807,0.499254 ± 0.0702742,0.33927649788286984,0.03383524394023055,0.339276 ± 0.0338352
faster_rcnn,0.48,5,0.2666908411032577,0.04981670214544775,0.266691 ± 0.0498167,0.49253731343283585,0.06890367653962459,0.492537 ± 0.0689037,0.3399214070735717,0.03241744438954972,0.339921 ± 0.0324174
faster_rcnn,0.49,5,0.27066208063494157,0.050689774671500834,0.270662 ± 0.0506898,0.48805970149253736,0.06507959038991926,0.48806 ± 0.0650796,0.34222041853346263,0.032440774607300084,0.34222 ± 0.0324408
faster_rcnn,0.5,5,0.27111421867641167,0.04841517766871105,0.271114 ± 0.0484152,0.48134328358208955,0.06617219347376194,0.481343 ± 0.0661722,0.34090284991965464,0.028896398656104032,0.340903 ± 0.0288964
faster_rcnn,0.51,5,0.2773258677885359,0.04798618872367041,0.277326 ± 0.0479862,0.4798507462686567,0.0650902863535694,0.479851 ± 0.0650903,0.3456911499333454,0.0275330778516513,0.345691 ± 0.0275331
faster_rcnn,0.52,5,0.28050807488053714,0.04937303548731197,0.280508 ± 0.049373,0.47238805970149256,0.060085055180907274,0.472388 ± 0.0600851,0.3462177921634621,0.026940557291100595,0.346218 ± 0.0269406
faster_rcnn,0.53,5,0.2842639013663639,0.04962663730876073,0.284264 ± 0.0496266,0.46716417910447755,0.05716388683141056,0.467164 ± 0.0571639,0.3480144990610569,0.02837535962322797,0.348014 ± 0.0283754
faster_rcnn,0.54,5,0.2874461018907264,0.048482437598157097,0.287446 ± 0.0484824,0.4619402985074627,0.05524404633827389,0.46194 ± 0.055244,0.34929302949643015,0.027831626687983037,0.349293 ± 0.0278316
faster_rcnn,0.55,5,0.29084584086978665,0.04805910779831971,0.290846 ± 0.0480591,0.4552238805970149,0.05223880597014924,0.455224 ± 0.0522388,0.35018684375284714,0.028538809138324506,0.350187 ± 0.0285388
faster_rcnn,0.56,5,0.29327762602650154,0.04834322683563955,0.293278 ± 0.0483432,0.4477611940298508,0.05006122337686097,0.447761 ± 0.0500612,0.34993630700176,0.029508073722684804,0.349936 ± 0.0295081
