run_id,seed,input_min_size,input_max_size,amp_dtype,inference_batch_size,timed_batches,timed_images,throughput_fps,mean_latency_ms,p50_latency_ms,p95_latency_ms,total_parameters,trainable_parameters,estimated_gflops,flop_count_method,model_size_bytes,model_size_mib,model_sha256,training_seconds,peak_train_gpu_memory_mib
yolo11s_rsna_seed17_full,17,640,640,bfloat16,1,100,100,65.23862363925694,15.32834300014656,14.487699998426251,19.823619998896895,9428179,9428163,21.4198784,torch.utils.flop_counter registered-operation FLOPs; multiply-add formulas count 2 FLOPs; fused YOLO forward on one 640-pixel validation image; native NMS excluded from FLOPs but included in latency,19172819,18.28462505340576,65909164e82c1ef53c0d38e0d898d37bbbec5f46cb9f5cd029e76ba486c0371c,1975.6367942999932,1148.16357421875
