detector,family,corruption,severity,value,unit,metric,clean_performance,corrupted_performance,relative_performance,relative_degradation
faster_rcnn,compression,jpeg,5,20.0,quality_percent,recall,0.6936936936936937,0.6036036036036037,0.8701298701298702,0.1298701298701298
faster_rcnn,compression,jpeg,5,20.0,quality_percent,f1,0.238390092879257,0.1871508379888268,0.785061307407676,0.214938692592324
faster_rcnn,compression,jpeg,5,20.0,quality_percent,iou,0.6920036232087895,0.6909380526073078,0.9984601661526847,0.001539833847315264
faster_rcnn,compression,jpeg,5,20.0,quality_percent,dice,0.8131556609292098,0.8130151404361265,0.9998271911519098,0.00017280884809023345
faster_rcnn,compression,jpeg,5,20.0,quality_percent,map_50,0.37771312207151386,0.2564456331588125,0.6789428753557011,0.3210571246442989
faster_rcnn,compression,jpeg,5,20.0,quality_percent,map_50_95,0.1478022331883237,0.10088041671252924,0.682536484979841,0.317463515020159
yolo11s,lighting,darker,1,0.9,multiplier,precision,0.4634146341463415,0.48717948717948717,1.051282051282051,-0.0512820512820511
yolo11s,lighting,darker,1,0.9,multiplier,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,lighting,darker,1,0.9,multiplier,f1,0.25,0.25333333333333335,1.0133333333333334,-0.01333333333333342
yolo11s,lighting,darker,1,0.9,multiplier,iou,0.6940811341732323,0.722946033745096,1.0415872124319396,-0.041587212431939635
yolo11s,lighting,darker,1,0.9,multiplier,dice,0.81434881788263,0.8352930836886178,1.0257190350695717,-0.02571903506957174
yolo11s,lighting,darker,1,0.9,multiplier,map_50,0.2112858029314436,0.2033630716192712,0.9625023016111351,0.03749769838886485
yolo11s,lighting,darker,1,0.9,multiplier,map_50_95,0.07629474050336979,0.07356504604805102,0.9642217217424285,0.035778278257571516
yolo11s,lighting,darker,2,0.8,multiplier,precision,0.4634146341463415,0.5263157894736842,1.1357340720221605,-0.13573407202216048
yolo11s,lighting,darker,2,0.8,multiplier,recall,0.17117117117117117,0.18018018018018017,1.0526315789473684,-0.05263157894736836
yolo11s,lighting,darker,2,0.8,multiplier,f1,0.25,0.2684563758389262,1.0738255033557047,-0.0738255033557047
yolo11s,lighting,darker,2,0.8,multiplier,iou,0.6940811341732323,0.721350284970005,1.03928813139296,-0.03928813139296006
yolo11s,lighting,darker,2,0.8,multiplier,dice,0.81434881788263,0.8341528536406081,1.0243188610618605,-0.02431886106186054
yolo11s,lighting,darker,2,0.8,multiplier,map_50,0.2112858029314436,0.1733184621571865,0.8203033982999015,0.1796966017000985
yolo11s,lighting,darker,2,0.8,multiplier,map_50_95,0.07629474050336979,0.0626852986808447,0.8216201833477107,0.1783798166522893
yolo11s,lighting,darker,3,0.7,multiplier,precision,0.4634146341463415,0.5,1.0789473684210527,-0.07894736842105265
yolo11s,lighting,darker,3,0.7,multiplier,recall,0.17117117117117117,0.16216216216216217,0.9473684210526316,0.05263157894736836
yolo11s,lighting,darker,3,0.7,multiplier,f1,0.25,0.2448979591836735,0.979591836734694,0.020408163265306034
yolo11s,lighting,darker,3,0.7,multiplier,iou,0.6940811341732323,0.7461927972299853,1.0750800742031792,-0.07508007420317919
yolo11s,lighting,darker,3,0.7,multiplier,dice,0.81434881788263,0.8507260429058259,1.0446703233606693,-0.04467032336066934
yolo11s,lighting,darker,3,0.7,multiplier,map_50,0.2112858029314436,0.15920374859607916,0.7534995081886139,0.2465004918113861
yolo11s,lighting,darker,3,0.7,multiplier,map_50_95,0.07629474050336979,0.05847677710189388,0.7664588242398056,0.2335411757601944
yolo11s,lighting,darker,4,0.6,multiplier,precision,0.4634146341463415,0.42105263157894735,0.9085872576177284,0.0914127423822716
yolo11s,lighting,darker,4,0.6,multiplier,recall,0.17117117117117117,0.07207207207207207,0.42105263157894735,0.5789473684210527
yolo11s,lighting,darker,4,0.6,multiplier,f1,0.25,0.12307692307692307,0.4923076923076923,0.5076923076923077
yolo11s,lighting,darker,4,0.6,multiplier,iou,0.6940811341732323,0.7455750054299826,1.074189988347815,-0.07418998834781498
yolo11s,lighting,darker,4,0.6,multiplier,dice,0.81434881788263,0.850716118013755,1.0446581358412024,-0.04465813584120237
yolo11s,lighting,darker,4,0.6,multiplier,map_50,0.2112858029314436,0.14726549705054476,0.6969966510164828,0.3030033489835172
yolo11s,lighting,darker,4,0.6,multiplier,map_50_95,0.07629474050336979,0.051888401132699505,0.6801045627831671,0.3198954372168329
yolo11s,lighting,darker,5,0.5,multiplier,precision,0.4634146341463415,0.0,0.0,1.0
yolo11s,lighting,darker,5,0.5,multiplier,recall,0.17117117117117117,0.0,0.0,1.0
yolo11s,lighting,darker,5,0.5,multiplier,f1,0.25,0.0,0.0,1.0
yolo11s,lighting,darker,5,0.5,multiplier,iou,0.6940811341732323,,,
yolo11s,lighting,darker,5,0.5,multiplier,dice,0.81434881788263,,,
yolo11s,lighting,darker,5,0.5,multiplier,map_50,0.2112858029314436,0.043860717054394135,0.20758951356814884,0.7924104864318512
yolo11s,lighting,darker,5,0.5,multiplier,map_50_95,0.07629474050336979,0.012551934236941778,0.1645189976940466,0.8354810023059533
yolo11s,lighting,brighter,1,1.1,multiplier,precision,0.4634146341463415,0.43902439024390244,0.9473684210526315,0.052631578947368474
yolo11s,lighting,brighter,1,1.1,multiplier,recall,0.17117117117117117,0.16216216216216217,0.9473684210526316,0.05263157894736836
yolo11s,lighting,brighter,1,1.1,multiplier,f1,0.25,0.2368421052631579,0.9473684210526316,0.05263157894736836
yolo11s,lighting,brighter,1,1.1,multiplier,iou,0.6940811341732323,0.6846645671722604,0.9864330457386822,0.01356695426131782
yolo11s,lighting,brighter,1,1.1,multiplier,dice,0.81434881788263,0.808073721150975,0.9922943380111108,0.007705661988889223
yolo11s,lighting,brighter,1,1.1,multiplier,map_50,0.2112858029314436,0.20537112376883337,0.9720062631726876,0.027993736827312432
yolo11s,lighting,brighter,1,1.1,multiplier,map_50_95,0.07629474050336979,0.06883390666488642,0.9022103779466445,0.09778962205335551
yolo11s,lighting,brighter,2,1.2,multiplier,precision,0.4634146341463415,0.4318181818181818,0.9318181818181818,0.06818181818181823
yolo11s,lighting,brighter,2,1.2,multiplier,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,lighting,brighter,2,1.2,multiplier,f1,0.25,0.24516129032258066,0.9806451612903226,0.019354838709677358
yolo11s,lighting,brighter,2,1.2,multiplier,iou,0.6940811341732323,0.6804256363070025,0.9803257901794208,0.019674209820579214
yolo11s,lighting,brighter,2,1.2,multiplier,dice,0.81434881788263,0.8046885438413219,0.9881374248612216,0.01186257513877842
yolo11s,lighting,brighter,2,1.2,multiplier,map_50,0.2112858029314436,0.20209658534330113,0.9565081162072961,0.043491883792703856
yolo11s,lighting,brighter,2,1.2,multiplier,map_50_95,0.07629474050336979,0.06523003908102361,0.854974257080572,0.14502574291942805
yolo11s,lighting,brighter,3,1.3,multiplier,precision,0.4634146341463415,0.41025641025641024,0.8852901484480431,0.1147098515519569
yolo11s,lighting,brighter,3,1.3,multiplier,recall,0.17117117117117117,0.14414414414414414,0.8421052631578947,0.1578947368421053
yolo11s,lighting,brighter,3,1.3,multiplier,f1,0.25,0.21333333333333335,0.8533333333333334,0.1466666666666666
yolo11s,lighting,brighter,3,1.3,multiplier,iou,0.6940811341732323,0.7093425851555253,1.0219879928021267,-0.02198799280212671
yolo11s,lighting,brighter,3,1.3,multiplier,dice,0.81434881788263,0.8257772734895723,1.0140338579193338,-0.014033857919333759
yolo11s,lighting,brighter,3,1.3,multiplier,map_50,0.2112858029314436,0.1577117529748287,0.7464380038161001,0.25356199618389985
yolo11s,lighting,brighter,3,1.3,multiplier,map_50_95,0.07629474050336979,0.05488548252069658,0.719387498516656,0.28061250148334405
yolo11s,lighting,brighter,4,1.4,multiplier,precision,0.4634146341463415,0.30434782608695654,0.6567505720823799,0.34324942791762014
yolo11s,lighting,brighter,4,1.4,multiplier,recall,0.17117117117117117,0.12612612612612611,0.7368421052631579,0.26315789473684215
yolo11s,lighting,brighter,4,1.4,multiplier,f1,0.25,0.17834394904458598,0.7133757961783439,0.2866242038216561
yolo11s,lighting,brighter,4,1.4,multiplier,iou,0.6940811341732323,0.7224637209514952,1.0408923184637073,-0.04089231846370733
yolo11s,lighting,brighter,4,1.4,multiplier,dice,0.81434881788263,0.8351299589895668,1.0255187220151794,-0.02551872201517935
yolo11s,lighting,brighter,4,1.4,multiplier,map_50,0.2112858029314436,0.15312678920095743,0.7247377110834221,0.2752622889165779
yolo11s,lighting,brighter,4,1.4,multiplier,map_50_95,0.07629474050336979,0.05299884487504003,0.6946592193035793,0.3053407806964207
yolo11s,lighting,brighter,5,1.5,multiplier,precision,0.4634146341463415,0.3125,0.6743421052631579,0.32565789473684215
yolo11s,lighting,brighter,5,1.5,multiplier,recall,0.17117117117117117,0.13513513513513514,0.7894736842105263,0.21052631578947367
yolo11s,lighting,brighter,5,1.5,multiplier,f1,0.25,0.18867924528301885,0.7547169811320754,0.24528301886792458
yolo11s,lighting,brighter,5,1.5,multiplier,iou,0.6940811341732323,0.7123197570211335,1.0262773643453462,-0.02627736434534622
yolo11s,lighting,brighter,5,1.5,multiplier,dice,0.81434881788263,0.8282492831590464,1.0170694240246565,-0.0170694240246565
yolo11s,lighting,brighter,5,1.5,multiplier,map_50,0.2112858029314436,0.15123028926986581,0.7157617178800029,0.28423828211999713
yolo11s,lighting,brighter,5,1.5,multiplier,map_50_95,0.07629474050336979,0.05250621929155205,0.6882023445539205,0.3117976554460795
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,precision,0.4634146341463415,0.42105263157894735,0.9085872576177284,0.0914127423822716
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,recall,0.17117117117117117,0.14414414414414414,0.8421052631578947,0.1578947368421053
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,f1,0.25,0.21476510067114093,0.8590604026845637,0.14093959731543626
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,iou,0.6940811341732323,0.7003912729105559,1.0090913560773267,-0.009091356077326695
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,dice,0.81434881788263,0.8200929993723802,1.0070537113379565,-0.007053711337956514
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,map_50,0.2112858029314436,0.19202421320877844,0.9088363275931274,0.09116367240687262
yolo11s,noise,gaussian_noise,1,0.01,fraction_of_uint8_range_std,map_50_95,0.07629474050336979,0.06629480246381414,0.868930178232745,0.131069821767255
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,precision,0.4634146341463415,0.40540540540540543,0.8748221906116643,0.12517780938833567
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,recall,0.17117117117117117,0.13513513513513514,0.7894736842105263,0.21052631578947367
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,f1,0.25,0.20270270270270271,0.8108108108108109,0.18918918918918914
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,iou,0.6940811341732323,0.6850539712269244,0.9869940810924637,0.013005918907536329
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,dice,0.81434881788263,0.8083870383807606,0.9926790837403431,0.007320916259656918
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,map_50,0.2112858029314436,0.176969579012963,0.83758386298385,0.16241613701615
yolo11s,noise,gaussian_noise,2,0.02,fraction_of_uint8_range_std,map_50_95,0.07629474050336979,0.057088437755447044,0.7482617724209385,0.2517382275790615
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,precision,0.4634146341463415,0.2972972972972973,0.6415362731152204,0.35846372688477957
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,recall,0.17117117117117117,0.0990990990990991,0.5789473684210527,0.42105263157894735
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,f1,0.25,0.14864864864864866,0.5945945945945946,0.4054054054054054
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,iou,0.6940811341732323,0.7277759476281741,1.0485459289929815,-0.04854592899298149
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,dice,0.81434881788263,0.8361326067816702,1.0267499484504439,-0.026749948450443872
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,map_50,0.2112858029314436,0.12648234122395577,0.5986315193406335,0.4013684806593665
yolo11s,noise,gaussian_noise,3,0.035,fraction_of_uint8_range_std,map_50_95,0.07629474050336979,0.042637196005262716,0.5588484307562396,0.4411515692437604
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,precision,0.4634146341463415,0.2682926829268293,0.5789473684210527,0.42105263157894735
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,recall,0.17117117117117117,0.0990990990990991,0.5789473684210527,0.42105263157894735
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,f1,0.25,0.14473684210526316,0.5789473684210527,0.42105263157894735
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,iou,0.6940811341732323,0.7180231257395613,1.03449451423982,-0.034494514239820084
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,dice,0.81434881788263,0.8316483758629168,1.0212434249309368,-0.021243424930936783
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,map_50,0.2112858029314436,0.10262316088060033,0.48570779227366595,0.5142922077263341
yolo11s,noise,gaussian_noise,4,0.05,fraction_of_uint8_range_std,map_50_95,0.07629474050336979,0.033403845369434436,0.4378263186825972,0.5621736813174028
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,precision,0.4634146341463415,0.18604651162790697,0.40146878824969395,0.5985312117503061
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,recall,0.17117117117117117,0.07207207207207207,0.42105263157894735,0.5789473684210527
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,f1,0.25,0.1038961038961039,0.4155844155844156,0.5844155844155844
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,iou,0.6940811341732323,0.7437528537378402,1.07156471645606,-0.07156471645606
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,dice,0.81434881788263,0.846610379724456,1.039616391813165,-0.0396163918131649
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,map_50,0.2112858029314436,0.08612163860573349,0.40760731393617383,0.5923926860638262
yolo11s,noise,gaussian_noise,5,0.075,fraction_of_uint8_range_std,map_50_95,0.07629474050336979,0.028167546965055093,0.36919382357439157,0.6308061764256084
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,precision,0.4634146341463415,0.3333333333333333,0.719298245614035,0.280701754385965
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,recall,0.17117117117117117,0.0990990990990991,0.5789473684210527,0.42105263157894735
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,f1,0.25,0.1527777777777778,0.6111111111111112,0.38888888888888884
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,iou,0.6940811341732323,0.6821442036669103,0.9828018225555996,0.017198177444400442
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,dice,0.81434881788263,0.8073705618253366,0.991430875929264,0.008569124070735956
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,map_50,0.2112858029314436,0.14851904209063524,0.7029295865128503,0.2970704134871497
yolo11s,noise,salt_and_pepper,1,0.0025,affected_pixel_fraction,map_50_95,0.07629474050336979,0.04804172936360458,0.6296859920702224,0.37031400792977764
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,precision,0.4634146341463415,0.2972972972972973,0.6415362731152204,0.35846372688477957
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,recall,0.17117117117117117,0.0990990990990991,0.5789473684210527,0.42105263157894735
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,f1,0.25,0.14864864864864866,0.5945945945945946,0.4054054054054054
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,iou,0.6940811341732323,0.6773751583431846,0.9759308025999767,0.024069197400023334
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,dice,0.81434881788263,0.8012467739504335,0.9839110174356699,0.016088982564330112
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,map_50,0.2112858029314436,0.11137724420524958,0.5271402179416116,0.4728597820583884
yolo11s,noise,salt_and_pepper,2,0.005,affected_pixel_fraction,map_50_95,0.07629474050336979,0.0362736381879918,0.47544087506778615,0.5245591249322139
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,precision,0.4634146341463415,0.22857142857142856,0.49323308270676686,0.5067669172932332
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,recall,0.17117117117117117,0.07207207207207207,0.42105263157894735,0.5789473684210527
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,f1,0.25,0.1095890410958904,0.4383561643835616,0.5616438356164384
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,iou,0.6940811341732323,0.6979985169658804,1.005643983966391,-0.005643983966391097
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,dice,0.81434881788263,0.8186072360547967,1.0052292311091442,-0.0052292311091441945
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,map_50,0.2112858029314436,0.10822302123890921,0.512211515101299,0.48778848489870097
yolo11s,noise,salt_and_pepper,3,0.01,affected_pixel_fraction,map_50_95,0.07629474050336979,0.03654239493465973,0.4789634867824962,0.5210365132175039
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,precision,0.4634146341463415,0.1951219512195122,0.42105263157894735,0.5789473684210527
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,recall,0.17117117117117117,0.07207207207207207,0.42105263157894735,0.5789473684210527
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,f1,0.25,0.10526315789473685,0.4210526315789474,0.5789473684210527
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,iou,0.6940811341732323,0.723491525585361,1.04237313184886,-0.042373131848860046
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,dice,0.81434881788263,0.8346273580584052,1.024901540630342,-0.02490154063034189
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,map_50,0.2112858029314436,0.06024166001183892,0.28511929895917176,0.7148807010408282
yolo11s,noise,salt_and_pepper,4,0.02,affected_pixel_fraction,map_50_95,0.07629474050336979,0.023898623793998177,0.31324077696997504,0.686759223030025
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,precision,0.4634146341463415,0.08695652173913043,0.18764302059496565,0.8123569794050344
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,recall,0.17117117117117117,0.018018018018018018,0.10526315789473684,0.8947368421052632
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,f1,0.25,0.029850746268656716,0.11940298507462686,0.8805970149253731
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,iou,0.6940811341732323,0.5961786452010718,0.8589466214367304,0.1410533785632696
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,dice,0.81434881788263,0.7470027607460157,0.9173007246308538,0.08269927536914623
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,map_50,0.2112858029314436,0.017327066855043254,0.08200771947117245,0.9179922805288275
yolo11s,noise,salt_and_pepper,5,0.04,affected_pixel_fraction,map_50_95,0.07629474050336979,0.004349848205361828,0.05701373615878153,0.9429862638412184
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,precision,0.4634146341463415,0.4523809523809524,0.9761904761904762,0.023809523809523836
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,f1,0.25,0.24836601307189543,0.9934640522875817,0.006535947712418277
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,iou,0.6940811341732323,0.7004432586725542,1.0091662547591072,-0.00916625475910715
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,dice,0.81434881788263,0.8195002170171672,1.0063257894177722,-0.006325789417772176
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,map_50,0.2112858029314436,0.21072379674611305,0.9973400664998163,0.0026599335001836755
yolo11s,blur,gaussian_blur,1,0.5,sigma_pixels,map_50_95,0.07629474050336979,0.07363526986866809,0.9651421498106512,0.03485785018934884
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,precision,0.4634146341463415,0.4,0.8631578947368421,0.13684210526315788
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,recall,0.17117117117117117,0.16216216216216217,0.9473684210526316,0.05263157894736836
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,f1,0.25,0.23076923076923078,0.9230769230769231,0.07692307692307687
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,iou,0.6940811341732323,0.6914011310697034,0.9961387754664716,0.00386122453352844
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,dice,0.81434881788263,0.8130883382401941,0.9984521624950433,0.001547837504956684
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,map_50,0.2112858029314436,0.2128185127808453,1.0072542017879875,-0.007254201787987524
yolo11s,blur,gaussian_blur,2,1.0,sigma_pixels,map_50_95,0.07629474050336979,0.07202232766485055,0.9440012141029493,0.05599878589705065
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,precision,0.4634146341463415,0.3584905660377358,0.7735849056603773,0.2264150943396227
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,f1,0.25,0.23170731707317074,0.926829268292683,0.07317073170731703
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,iou,0.6940811341732323,0.7119140121903591,1.025692785957032,-0.02569278595703195
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,dice,0.81434881788263,0.8272917072800212,1.0158935447724278,-0.01589354477242777
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,map_50,0.2112858029314436,0.17411884441432388,0.8240915480290013,0.1759084519709987
yolo11s,blur,gaussian_blur,3,1.5,sigma_pixels,map_50_95,0.07629474050336979,0.06430769749548146,0.8428850674528622,0.15711493254713782
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,precision,0.4634146341463415,0.3508771929824561,0.7571560480147737,0.24284395198522635
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,recall,0.17117117117117117,0.18018018018018017,1.0526315789473684,-0.05263157894736836
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,f1,0.25,0.23809523809523814,0.9523809523809526,0.04761904761904745
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,iou,0.6940811341732323,0.715702740077472,1.031151409885236,-0.031151409885235903
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,dice,0.81434881788263,0.8299904204854108,1.0192074971551506,-0.019207497155150577
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,map_50,0.2112858029314436,0.15998775768001816,0.7572101649060148,0.24278983509398522
yolo11s,blur,gaussian_blur,4,2.0,sigma_pixels,map_50_95,0.07629474050336979,0.05900499618976325,0.7733822253076162,0.22661777469238376
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,precision,0.4634146341463415,0.2727272727272727,0.5885167464114832,0.4114832535885168
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,recall,0.17117117117117117,0.13513513513513514,0.7894736842105263,0.21052631578947367
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,f1,0.25,0.18072289156626506,0.7228915662650602,0.27710843373493976
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,iou,0.6940811341732323,0.7093165392002413,1.0219504669942614,-0.021950466994261397
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,dice,0.81434881788263,0.8260511705954888,1.0143701967214562,-0.01437019672145623
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,map_50,0.2112858029314436,0.14895357422804587,0.7049861948196168,0.2950138051803832
yolo11s,blur,gaussian_blur,5,3.0,sigma_pixels,map_50_95,0.07629474050336979,0.05301463072240289,0.6948661254056082,0.3051338745943918
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,precision,0.4634146341463415,0.46808510638297873,1.0100783874580066,-0.010078387458006599
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,recall,0.17117117117117117,0.1981981981981982,1.1578947368421053,-0.1578947368421053
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,f1,0.25,0.2784810126582279,1.1139240506329116,-0.11392405063291156
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,iou,0.6940811341732323,0.6970626405830559,1.004295616554072,-0.004295616554071957
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,dice,0.81434881788263,0.8167161827345232,1.0029070648841223,-0.00290706488412229
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,map_50,0.2112858029314436,0.20917381241759847,0.9900041058862321,0.00999589411376789
yolo11s,blur,motion_blur,1,3.0,kernel_pixels,map_50_95,0.07629474050336979,0.07188097412930762,0.9421484843523752,0.05785151564762481
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,precision,0.4634146341463415,0.3877551020408163,0.836734693877551,0.16326530612244905
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,f1,0.25,0.2375,0.95,0.050000000000000044
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,iou,0.6940811341732323,0.6956313847959855,1.0022335294051752,-0.002233529405175183
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,dice,0.81434881788263,0.8161218602437534,1.0021772517159582,-0.002177251715958173
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,map_50,0.2112858029314436,0.1976733645817016,0.9355733411290351,0.06442665887096488
yolo11s,blur,motion_blur,2,5.0,kernel_pixels,map_50_95,0.07629474050336979,0.06538309550770008,0.8569803773670642,0.14301962263293577
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,precision,0.4634146341463415,0.3584905660377358,0.7735849056603773,0.2264150943396227
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,f1,0.25,0.23170731707317074,0.926829268292683,0.07317073170731703
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,iou,0.6940811341732323,0.711491094481016,1.0250834656794439,-0.02508346567944386
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,dice,0.81434881788263,0.826810451025368,1.0153025741169972,-0.015302574116997203
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,map_50,0.2112858029314436,0.15301451383543943,0.7242063201240663,0.27579367987593373
yolo11s,blur,motion_blur,3,9.0,kernel_pixels,map_50_95,0.07629474050336979,0.05505163859607174,0.7215653167290111,0.27843468327098886
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,precision,0.4634146341463415,0.3392857142857143,0.7321428571428571,0.2678571428571429
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
