scope,condition_id,family,corruption,severity,estimand,metric,unit,detector_a,detector_b,image_count,patient_group_count,seed_count,confidence_level,detector_a_estimate,detector_a_ci_low,detector_a_ci_high,detector_b_estimate,detector_b_ci_low,detector_b_ci_high,difference_a_minus_b,difference_ci_low,difference_ci_high,bootstrap_resamples,bootstrap_valid_a,bootstrap_valid_b,bootstrap_valid_difference,test_name,permutation_resamples,permutation_valid,p_value_raw,p_value_holm,holm_family_size,effect_size_name,effect_size,effect_size_n,status,reason
phase5_clean_three_seed,clean,clean,clean,0,raw,precision,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.1625579095697472,0.11614530629884405,0.21966790778322837,0.3730118134210206,0.25517355945493464,0.47538197792778314,-0.21045390385127338,-0.30274875112200833,-0.10473126930638703,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.0013997200559888023,7,paired_raw_difference,-0.21045390385127338,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,recall,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.6380597014925373,0.557560414269275,0.7066682692307692,0.13557213930348258,0.07080775512502817,0.1937373737373737,0.5024875621890548,0.4310730069563993,0.5711776061776062,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0001999600079984003,0.0013997200559888023,7,paired_raw_difference,0.5024875621890548,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,f1,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.2557865086399638,0.19551617479571784,0.32212367041148404,0.19806164950113828,0.11245494383343846,0.26735852130779536,0.05772485913882555,-0.011600481526129263,0.14484117933396468,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.05538892221555689,0.09718056388722254,7,paired_raw_difference,0.05772485913882555,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,iou,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.6731952294593104,0.6545264288123039,0.6898923390999185,0.6971010989149903,0.6663119449857277,0.7270022690932108,-0.02390586945567985,-0.05600044570982725,0.0037712603035198206,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.033393321335732855,0.09718056388722254,7,paired_raw_difference,-0.02390586945567985,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,dice,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.7997470478460729,0.7861370471589403,0.811675890565917,0.8171611285211108,0.7950111189098426,0.8388607365065773,-0.017414080675037913,-0.04083875887832763,0.0023598647164878328,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.03239352129574085,0.09718056388722254,7,paired_raw_difference,-0.017414080675037913,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,map_50,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.3084005449593519,0.24068298477809758,0.3794673198374267,0.16426611796035703,0.10557836450338956,0.23219611365527817,0.14413442699899484,0.09467478058403256,0.1914321652911068,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.0033993201359728054,0.016996600679864027,7,paired_raw_difference,0.14413442699899484,323,complete,
phase5_clean_three_seed,clean,clean,clean,0,raw,map_50_95,ratio,faster_rcnn,yolo11s,750,323,3,0.95,0.10232138459103053,0.07562169068361999,0.13418799607432294,0.05494713162785277,0.03237591488492432,0.0832731316516374,0.04737425296317776,0.030007415999193172,0.0648944893349027,2000,2000,2000,2000,paired_patient_cluster_label_swap,5000,5000,0.008198360327934412,0.03279344131173765,7,paired_raw_difference,0.04737425296317776,323,complete,
