run_id,seed,epoch,optimizer_steps,learning_rate,train_loss_total,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_precision,val_recall,val_f1,val_map_50,val_map_50_95,val_true_positives,val_false_positives,val_false_negatives,train_seconds,validation_seconds,epoch_seconds,peak_gpu_memory_mib,is_best,epochs_without_improvement
faster_rcnn_rsna_seed271_full,271,1,875,0.005,0.09928040373810966,0.04639647289545142,0.0424167655736341,0.009055698387025456,0.0014114669728909836,0.18795180722891566,0.5631768953068592,0.28184281842818426,0.2927346965537444,0.10715976311954319,156,674,121,615.8517680000004,70.70230360000096,689.9905053999992,1556.6025390625,true,0
faster_rcnn_rsna_seed271_full,271,2,1750,0.005,0.08665557620627806,0.0396047512010139,0.04010418299306184,0.005727269728252265,0.0012193725635671789,0.19230769230769232,0.631768953068592,0.29486099410278016,0.3122597355794124,0.09845343891957078,175,735,102,551.658187099998,55.18308489999981,609.2565319000005,1556.60400390625,false,1
faster_rcnn_rsna_seed271_full,271,3,2625,0.005,0.08100167674724279,0.03648066147722836,0.03884906795833792,0.00451942125822617,0.0011525259549234762,0.1580226904376013,0.703971119133574,0.2581072137657181,0.3226546132937394,0.12566589471428985,195,1039,82,568.5260864000011,35.266445199999,605.9681892999979,1556.60400390625,true,0
faster_rcnn_rsna_seed271_full,271,4,3500,0.005,0.07762816921036159,0.03509894333048058,0.03739861291646957,0.004034184048987559,0.0010964290234239474,0.18099089989888775,0.6462093862815884,0.28278041074249605,0.3374961854903291,0.11495717161424372,179,810,98,339.82550309999715,36.834521299999324,378.9847770000015,1556.60498046875,false,1
faster_rcnn_rsna_seed271_full,271,5,4375,0.005,0.07354026030808954,0.03280518273962662,0.03617518969305924,0.00349931957204743,0.001060568142493139,0.15495207667731628,0.7003610108303249,0.2537606278613473,0.3265601759438315,0.13408076128267052,194,1058,83,340.199846800002,37.37109969999801,380.30917129999943,1556.6044921875,true,0
faster_rcnn_rsna_seed271_full,271,6,5250,0.005,0.07053375744586811,0.03124543017075796,0.03521901420131326,0.003042024578175707,0.0010272884051623155,0.15629742033383914,0.7436823104693141,0.25830721003134793,0.31904759287660994,0.09800527950816056,206,1112,71,342.56752589999815,37.142326799999864,382.16333269999814,1556.60400390625,false,1
faster_rcnn_rsna_seed271_full,271,7,6125,0.005,0.0694038253785111,0.03079686165734061,0.03467618350950735,0.0029366335751921206,0.0009941466431233233,0.2066974595842956,0.6462093862815884,0.31321084864391946,0.35325240986672546,0.12119807444160753,179,687,98,342.61128250000183,37.859517900000355,382.8043667999991,1556.60302734375,false,2
faster_rcnn_rsna_seed271_full,271,8,7000,0.005,0.06541645958620523,0.028720723844732024,0.033097914355141776,0.0026268800038233165,0.0009709412934857288,0.17279411764705882,0.6787003610108303,0.2754578754578755,0.3465802001037796,0.12738766951813438,188,900,89,345.2897376000001,37.97139600000082,386.1037304999991,1556.6044921875,false,3
faster_rcnn_rsna_seed271_full,271,9,7875,0.0005,0.05165376957692206,0.021112659915084285,0.028169107269495727,0.0015368227533846428,0.0008351795502593242,0.2476780185758514,0.5776173285198556,0.3466955579631636,0.35892676770573695,0.14031092414636387,160,486,117,345.4097703000007,36.58346879999954,384.6131338000014,1556.6044921875,true,0
faster_rcnn_rsna_seed271_full,271,10,8750,0.0005,0.04623188057209232,0.01821603210802589,0.025937388342406067,0.0012914773571849635,0.0007869828179079507,0.2531847133757962,0.5740072202166066,0.35138121546961326,0.32651480570457536,0.13072361313384107,159,469,118,344.8925006000027,36.454674600001454,383.7678879999985,1556.60498046875,false,1
faster_rcnn_rsna_seed271_full,271,11,9625,0.0005,0.043014219774398954,0.01653362182514476,0.02463016618628587,0.001087066751391311,0.0007633650167481391,0.23338257016248154,0.5703971119133574,0.3312368972746331,0.3344827015846908,0.13283132940476078,158,519,119,346.888141899999,36.63613520000217,385.9523788000006,1556.60498046875,false,2
faster_rcnn_rsna_seed271_full,271,12,10500,0.0005,0.03976596336326163,0.014842605426974062,0.023124755942395755,0.0010564356368579736,0.0007421662122672258,0.2851782363977486,0.5487364620938628,0.3753086419753086,0.3336236068331925,0.13110594957671834,152,381,125,343.42867320000005,33.567270100000314,378.50004759999865,1556.60498046875,false,3
faster_rcnn_rsna_seed271_full,271,13,11375,5e-05,0.036171285252752046,0.013083465766494296,0.021458839055416838,0.0009187121708320254,0.0007102681919828423,0.299009900990099,0.5451263537906137,0.38618925831202044,0.3267294212299322,0.13072074090497612,151,354,126,304.8967816999975,33.4822247000011,339.90201610000076,1556.60498046875,false,4
faster_rcnn_rsna_seed271_full,271,14,12250,5e-05,0.03576500490680337,0.01296132335652198,0.021196220132921422,0.0009022321312576033,0.0007052292367692904,0.30833333333333335,0.5342960288808665,0.3910171730515192,0.32937503483543196,0.13215871076086455,148,332,129,304.60839430000124,33.58255989999816,339.6584096000006,1556.60498046875,false,5
